a,character,columns
197113,79171,182668
197114,14155,182669
197115,14196,182682
197116,14224,182682
197117,14377,182682
197118,14534,182682
197119,14691,182682
197120,14848,182682
197121,15005,182682
197122,15162,182682
197123,81501,182684
197124,81532,182684
197125,81554,182675
197126,81594,182664
197127,81625,182664
197128,81656,182664
197129,81687,182664
197130,81718,182664
197131,81749,182664
197132,16765,182693
197133,16889,182696
197134,17046,182696
197135,17200,182693
197136,17345,182681
197137,19044,182673
197138,19080,182673
197139,19116,182673
197140,19152,182673
197141,19188,182673
197142,84226,182676
197143,84261,182676
197144,84296,182676
197145,84331,182676
197146,84366,182676
197147,84401,182676
197148,84436,182676
197149,84471,182676
197150,84552,182676
197151,84708,182676
197152,21760,182682
197153,21800,182682
197154,21840,182682
197155,21880,182682
197156,21920,182682
197157,21960,182682
197158,22000,182682
197159,22040,182682
197160,22080,182682
197161,22120,182682
197162,87142,182684
197163,87181,182684
197164,87220,182684
197165,87259,182684
197166,87298,182684
197167,87337,182684
197168,87376,182684
197169,87516,182684
197170,87672,182684
197171,87828,182684
197172,24816,182687
197173,24860,182687
197174,24904,182687
197175,24948,182687
197176,24992,182687
197177,25036,182687
197178,25080,182687
197179,25124,182687
197180,25168,182687
197181,25212,182687
197182,25256,182687
197183,90261,182688
197184,90304,182688
197185,90347,182688
197186,90390,182688
197187,90433,182688
197188,90480,182688
197189,90636,182688
197190,90792,182688
197191,90948,182688
197192,91104,182688
197193,91260,182688
197194,91416,182688
197195,28176,182688
197196,28224,182688
197197,28272,182688
197198,28320,182688
197199,28368,182688
197200,28416,182688
197201,28464,182688
197202,28512,182688
197203,28560,182688
197204,28608,182688
197205,28656,182688
197206,28704,182688
197207,28752,182688
197208,28800,182688
197209,28848,182688
197210,28978,182688
197211,91656,182688
197212,91808,182688
197213,91960,182688
197214,92112,182688
197215,92264,182688
197216,92416,182688
197217,92568,182688
197218,92720,182688
197219,29328,182688
197220,29376,182688
197221,29424,182688
197222,29472,182688
197223,29520,182688
197224,29568,182688
197225,29616,182688
197226,29664,182688
197227,29712,182688
197228,29760,182688
197229,29808,182688
197230,32342,182686
197231,32384,182676
197232,92368,182688
197233,92500,182688
197234,92648,182688
197235,92796,182688
197236,92944,182688
197237,93092,182688
197238,93240,182688
197239,93388,182688
197240,98592,182688
197241,98740,182680
197242,98886,182670
197243,99032,182660
197244,29228,182652
197245,28028,182652
197246,28072,182652
197247,28116,182652
197248,28160,182652
197249,28204,182652
197250,28248,182652
197251,28292,182652
197252,28336,182652
197253,28380,182652
197254,28424,182652
197255,28468,182652
197256,28512,182652
197257,28569,182652
197258,28714,182652
197259,28859,182652
197260,29004,182652
197261,29149,182652
197262,29294,182652
197263,29439,182652
197264,29584,182652
197265,29729,182652
197266,29874,182652
197267,30019,182652
197268,30164,182652
197269,30309,182652
197270,30454,182652
197271,30599,182652
197272,30744,182652
197273,30889,182652
197274,29304,182652
197275,29348,182652
197276,29392,182652
197277,29436,182652
197278,29480,182652
197279,29524,182652
197280,29568,182652
197281,29612,182652
197282,29656,182652
197283,29700,182652
197284,29780,182652
197285,29921,182652
197286,30062,182652
197287,30203,182652
197288,30344,182652
197289,30485,182652
197290,30626,182652
197291,30767,182652
197292,30908,182652
197293,31049,182652
197294,31190,182652
197295,31331,182652
197296,31472,182652
197297,31613,182652
197298,31754,182652
197299,31895,182652
197300,32036,182652
197301,32177,182652
197302,32318,182652
197303,32459,182652
197304,32600,182652
197305,30668,182652
197306,30712,182652
197307,30756,182652
197308,30800,182652
197309,30844,182652
197310,30888,182652
197311,30932,182652
197312,30976,182652
197313,31049,182652
197314,31186,182652
197315,31323,182652
197316,31460,182652
197317,31597,182652
197318,31734,182652
197319,31871,182652
197320,32008,182652
197321,32145,182652
197322,32282,182652
197323,32419,182652
197324,32556,182652
197325,32693,182652
197326,32830,182652
197327,32967,182652
197328,33104,182652
197329,33241,182652
197330,33378,182652
197331,33515,182652
197332,33652,182652
197333,96711,182652
197334,96754,182652
197335,96797,182652
197336,96840,182652
197337,96883,182652
197338,96926,182652
197339,49708,182652
197340,32208,182652
197341,32252,182652
197342,32296,182652
197343,32340,182652
197344,32384,182652
197345,32485,182652
197346,32618,182652
197347,32751,182652
197348,32884,182652
197349,33017,182652
197350,33150,182652
197351,33283,182652
197352,33416,182652
197353,33549,182652
197354,33682,182652
197355,33815,182652
197356,33948,182652
197357,34081,182652
197358,34214,182652
197359,34347,182652
197360,34480,182652
197361,34613,182652
197362,34746,182652
197363,34879,182652
197364,98044,182652
197365,98087,182652
197366,98130,182652
197367,98173,182652
197368,98216,182652
197369,98259,182652
197370,98302,182652
197371,98345,182652
197372,98388,182652
197373,98431,182652
197374,98474,182652
197375,98517,182652
197376,98560,182652
197377,55368,182652
197378,33880,182652
197379,33924,182652
197380,34052,182652
197381,34181,182652
197382,34310,182652
197383,34439,182652
197384,34568,182652
197385,34697,182652
197386,34826,182652
197387,34955,182652
197388,35084,182652
197389,35213,182652
197390,35342,182652
197391,35471,182652
197392,35600,182652
197393,35729,182652
197394,35858,182652
197395,35987,182652
197396,42420,182652
197397,58316,182631
197398,34760,182616
197399,34804,182616
197400,34848,182616
197401,34892,182616
197402,34936,182616
197403,34980,182616
197404,35024,182616
197405,35068,182616
197406,35112,182616
197407,35156,182616
197408,35200,182616
197409,35244,182616
197410,35288,182616
197411,35332,182616
197412,35376,182616
197413,35420,182616
197414,35464,182616
197415,35508,182616
197416,35552,182616
197417,35596,182616
197418,35714,182616
197419,35839,182616
197420,35728,182616
197421,35772,182616
197422,35816,182616
197423,35860,182616
197424,35904,182616
197425,35948,182616
197426,35992,182616
197427,36036,182616
197428,36080,182616
197429,36124,182616
197430,36168,182616
197431,36212,182616
197432,36256,182616
197433,36300,182616
197434,36344,182616
197435,36388,182616
197436,36432,182616
197437,36476,182616
197438,36520,182616
197439,36564,182616
197440,36608,182616
197441,36652,182616
197442,36696,182616
197443,68040,182619
197444,68044,182620
197445,68047,182620
197446,68050,182620
197447,68053,182620
197448,68056,182620
197449,68059,182620
197450,68062,182620
197451,68065,182620
197452,68068,182620
197453,68071,182620
197454,68074,182620
197455,68077,182620
197456,68080,182620
197457,68083,182620
197458,68086,182620
197459,68089,182620
197460,68228,182620
197461,68385,182620
197462,68542,182620
197463,68699,182620
197464,68856,182620
197465,69013,182620
197466,72067,182623
197467,72156,182628
197468,72240,182628
197469,72324,182628
197470,72408,182628
197471,72492,182628
197472,72576,182628
197473,72660,182628
197474,72744,182628
197475,72828,182628
197476,72912,182628
197477,72996,182628
197478,73080,182628
197479,73164,182628
197480,73248,182628
197481,73332,182628
197482,73416,182628
197483,73500,182628
197484,73584,182628
197485,73668,182628
197486,73752,182628
197487,73836,182628
197488,73920,182628
197489,74004,182628
197490,74088,182628
197491,74172,182628
197492,74256,182628
197493,75271,182636
197494,75282,182636
197495,75293,182636
197496,75304,182636
197497,75315,182636
197498,75326,182636
197499,75337,182636
197500,75348,182636
197501,75359,182636
197502,75370,182636
197503,75381,182636
197504,75392,182636
197505,75403,182636
197506,75450,182636
197507,75607,182636
197508,75764,182636
197509,75921,182636
197510,76078,182636
197511,76235,182636
197512,76392,182636
197513,76549,182636
197514,76706,182636
197515,76863,182636
197516,77020,182636
197517,141804,182631
197518,141960,182631
197519,80168,182644
197520,80256,182644
197521,80344,182644
197522,80432,182644
197523,80520,182644
197524,80608,182644
197525,80696,182644
197526,143924,182646
197527,143938,182646
197528,143952,182646
197529,143966,182646
197530,143980,182646
197531,143994,182646
197532,144144,182646
197533,144300,182646
197534,144456,182646
197535,144612,182646
197536,81664,182644
197537,81752,182644
197538,81840,182644
197539,81928,182644
197540,145392,182637
197541,82104,182632
197542,82192,182632
197543,82280,182632
197544,82368,182632
197545,82456,182632
197546,82544,182632
197547,82632,182632
197548,147316,182637
197549,83415,182652
197550,83434,182652
197551,83453,182652
197552,83472,182652
197553,83491,182652
197554,148100,182656
197555,148118,182656
197556,148136,182656
197557,148154,182656
197558,148200,182656
197559,148356,182656
197560,148512,182656
197561,148668,182656
197562,84242,182652
197563,84399,182652
197564,84556,182652
197565,84713,182652
197566,149448,182643
197567,149604,182643
197568,149760,182643
197569,149916,182643
197570,150072,182643
197571,150228,182643
197572,150384,182643
197573,150540,182643
197574,150696,182643
197575,150852,182643
197576,151008,182643
197577,151164,182643
197578,151320,182643
197579,89332,182660
197580,89424,182660
197581,89516,182660
197582,89608,182660
197583,152522,182666
197584,152544,182666
197585,152566,182666
197586,152588,182666
197587,152724,182666
197588,152880,182666
197589,90252,182660
197590,90344,182660
197591,153348,182649
197592,90528,182640
197593,90620,182640
197594,90712,182640
197595,90804,182640
197596,90896,182640
197597,90988,182640
197598,91080,182640
197599,91172,182640
197600,91264,182640
197601,91356,182640
197602,91448,182640
197603,91540,182640
197604,91632,182640
197605,91724,182640
197606,91816,182640
197607,91908,182640
197608,92000,182640
197609,92092,182640
197610,92184,182640
197611,92276,182640
197612,156900,182649
197613,92671,182668
197614,157226,182674
197615,157254,182676
197616,157280,182676
197617,157404,182676
197618,93034,182668
197619,93191,182668
197620,157872,182655
197621,158028,182655
197622,158184,182655
197623,158340,182655
197624,158496,182655
197625,158652,182655
197626,158808,182655
197627,158964,182655
197628,159120,182655
197629,159276,182655
197630,159432,182655
197631,159588,182655
197632,159744,182655
197633,159900,182655
197634,160056,182655
197635,160212,182655
197636,160368,182655
197637,160524,182655
197638,160680,182655
197639,160836,182655
197640,160992,182655
197641,161148,182655
197642,161304,182655
197643,161460,182655
197644,161616,182655
197645,161772,182655
197646,161928,182655
197647,99744,182676
197648,162272,182661
197649,99936,182648
197650,100032,182648
197651,100128,182648
197652,100224,182648
197653,100316,182644
197654,98686,182640
197655,98843,182640
197656,99000,182640
197657,99157,182640
197658,99314,182640
197659,99471,182640
197660,99628,182640
197661,99785,182640
197662,99942,182640
197663,100099,182640
197664,100251,182635
197665,102514,182631
197666,102566,182648
197667,102601,182648
197668,102636,182648
197669,102671,182648
197670,102706,182648
197671,102741,182648
197672,102776,182648
197673,102811,182648
197674,102846,182648
197675,102881,182648
197676,102916,182648
197677,102951,182648
197678,102986,182648
197679,103021,182648
197680,103056,182648
197681,103091,182648
197682,103126,182648
197683,103239,182648
197684,103396,182648
197685,103553,182648
197686,103710,182648
197687,103867,182648
197688,104024,182648
197689,104181,182648
197690,104338,182648
197691,104495,182648
197692,104652,182648
197693,104809,182648
197694,104966,182648
197695,105123,182648
197696,105280,182648
197697,105437,182648
197698,173446,182634
197699,173545,182634
197700,173644,182634
197701,173743,182634
197702,173842,182634
197703,108241,182652
197704,108280,182652
197705,108319,182652
197706,108358,182652
197707,108397,182652
197708,108436,182652
197709,108475,182652
197710,108514,182652
197711,108553,182652
197712,108592,182652
197713,108631,182652
197714,108670,182652
197715,108709,182652
197716,108748,182652
197717,108787,182652
197718,108826,182652
197719,108891,182652
197720,109048,182652
197721,109205,182652
197722,109362,182652
197723,109519,182652
197724,109676,182652
197725,109833,182652
197726,109990,182652
197727,110147,182652
197728,110304,182652
197729,110461,182652
197730,110618,182652
197731,110775,182652
197732,110932,182652
197733,111089,182652
197734,173860,182634
197735,173898,182634
197736,173936,182634
197737,173974,182634
197738,174012,182634
197739,174050,182634
197740,174088,182634
197741,174126,182634
197742,114295,182649
197743,109801,182652
197744,109840,182652
197745,109879,182652
197746,109918,182652
197747,109957,182652
197748,109996,182652
197749,110035,182652
197750,110074,182652
197751,110113,182652
197752,110152,182652
197753,110191,182652
197754,110230,182652
197755,110269,182652
197756,110308,182652
197757,110347,182652
197758,110414,182652
197759,110567,182652
197760,110720,182652
197761,110873,182652
197762,111026,182652
197763,111179,182652
197764,111332,182652
197765,111485,182652
197766,111638,182652
197767,111791,182652
197768,111944,182652
197769,112097,182652
197770,112250,182652
197771,112403,182652
197772,176116,182634
197773,176211,182634
197774,176306,182634
197775,176401,182634
197776,176496,182634
197777,176591,182634
197778,176686,182634
197779,176781,182634
197780,176876,182634
197781,176971,182634
197782,177066,182634
197783,177161,182634
197784,177256,182634
197785,111439,182652
197786,111478,182652
197787,111517,182652
197788,111556,182652
197789,111595,182652
197790,111634,182652
197791,111673,182652
197792,111712,182652
197793,111751,182652
197794,111790,182652
197795,111829,182652
197796,111868,182652
197797,111907,182652
197798,111946,182652
197799,111985,182652
197800,112072,182652
197801,112221,182652
197802,112370,182652
197803,112519,182652
197804,112668,182652
197805,112817,182652
197806,112966,182652
197807,113115,182652
197808,113264,182652
197809,113413,182652
197810,113562,182652
197811,113711,182652
197812,113860,182652
197813,180011,182634
197814,180106,182634
197815,180201,182634
197816,180296,182634
197817,180391,182634
197818,177052,182634
197819,177090,182634
197820,177128,182634
197821,177166,182634
197822,177204,182634
197823,177242,182634
197824,177280,182634
197825,177318,182634
197826,177356,182634
197827,177394,182634
197828,177432,182634
197829,177470,182634
197830,177508,182634
197831,127909,182652
197832,113272,182652
197833,113311,182652
197834,113350,182652
197835,113389,182652
197836,113428,182652
197837,113467,182652
197838,113506,182652
197839,113545,182652
197840,113584,182652
197841,113623,182652
197842,113662,182652
197843,113701,182652
197844,113740,182652
197845,113829,182652
197846,113974,182652
197847,114119,182652
197848,114264,182652
197849,114409,182652
197850,114554,182652
197851,114699,182652
197852,114844,182652
197853,114989,182652
197854,115134,182652
197855,115279,182652
197856,115424,182652
197857,179856,182634
197858,180000,182634
197859,180144,182634
197860,180288,182634
197861,180432,182634
197862,180576,182634
197863,180720,182634
197864,180864,182634
197865,181008,182634
197866,181152,182634
197867,181296,182634
197868,200356,182636
197869,200463,182636
197870,200570,182636
197871,200677,182636
197872,200784,182636
197873,200891,182636
197874,200998,182636
197875,201105,182636
197876,201212,182636
197877,201319,182636
197878,201426,182636
197879,201533,182636
197880,201640,182636
197881,135551,182655
197882,135606,182655
197883,135661,182655
197884,135716,182655
197885,135771,182655
197886,135826,182655
197887,135881,182655
197888,135936,182655
197889,135991,182655
197890,136046,182655
197891,136101,182655
197892,136156,182655
197893,136211,182655
197894,136366,182655
197895,136523,182655
197896,136680,182655
197897,136837,182655
197898,136994,182655
197899,137151,182655
197900,137308,182654
197901,137465,182654
197902,137622,182654
197903,137779,182654
197904,204208,182640
197905,204315,182640
197906,204422,182640
197907,204529,182640
197908,204636,182640
197909,204743,182640
197910,204850,182640
197911,204957,182640
197912,205064,182640
197913,205160,182629
197914,142590,182620
197915,142649,182620
197916,142708,182620
197917,142767,182620
197918,142826,182620
197919,142885,182620
197920,142944,182620
197921,143003,182620
197922,143062,182620
197923,143121,182620
197924,142128,182625
197925,207458,182640
197926,207516,182640
197927,207574,182640
197928,207632,182640
197929,207690,182640
197930,207748,182640
197931,207806,182640
197932,207864,182640
197933,207922,182640
197934,207980,182640
197935,143824,182651
197936,143888,182656
197937,143947,182656
197938,144006,182656
197939,144382,182667
197940,144392,182667
197941,144402,182667
197942,144412,182667
197943,144422,182667
197944,144432,182667
197945,144442,182667
197946,144530,182667
197947,144687,182667
197948,144844,182667
197949,145001,182667
197950,145158,182667
197951,145315,182667
197952,145472,182667
197953,145629,182667
197954,145786,182667
197955,210132,182644
197956,210288,182644
197957,210444,182644
197958,210600,182644
197959,210756,182644
197960,210912,182644
197961,211068,182644
197962,211224,182644
197963,211380,182644
197964,147356,182631
197965,147513,182631
197966,147670,182631
197967,147827,182631
197968,147984,182631
197969,148141,182631
197970,148298,182622
197971,148455,182622
197972,148612,182622
197973,148769,182622
197974,148926,182622
197975,149083,182622
197976,149240,182622
197977,150238,182637
197978,150252,182637
197979,150266,182637
197980,150280,182637
197981,150294,182637
197982,150308,182637
197983,150339,182637
197984,150496,182637
197985,218383,182648
197986,218494,182648
197987,218605,182648
197988,218716,182648
197989,218827,182648
197990,218938,182648
197991,219049,182648
197992,219160,182648
197993,219271,182648
197994,152851,182670
197995,152917,182673
197996,152980,182673
197997,153043,182673
197998,153106,182673
197999,153169,182673
198000,153232,182673
198001,153295,182673
198002,153358,182673
198003,153479,182673
198004,153636,182673
198005,153793,182673
198006,153950,182673
198007,220825,182666
198008,220936,182666
198009,154421,182660
198010,221158,182652
198011,221269,182652
198012,221380,182652
198013,221491,182652
198014,221602,182652
198015,221713,182652
198016,220544,182630
198017,220561,182630
198018,220578,182630
198019,220595,182630
198020,220612,182630
198021,220629,182630
198022,220646,182630
198023,220740,182630
198024,220896,182630
198025,221052,182630
198026,221208,182630
198027,160609,182626
198028,160676,182626
198029,160743,182626
198030,160810,182626
198031,160877,182626
198032,160944,182626
198033,161011,182626
198034,161078,182626
198035,161145,182626
198036,161212,182626
198037,161279,182626
198038,161346,182626
198039,226659,182638
198040,226680,182638
198041,226701,182638
198042,226722,182638
198043,226743,182638
198044,226764,182638
198045,226785,182638
198046,226806,182638
198047,226827,182638
198048,226848,182638
198049,226869,182638
198050,226890,182638
198051,226911,182638
198052,226932,182638
198053,226434,182644
198054,226508,182652
198055,226574,182652
198056,226640,182652
198057,226706,182652
198058,226772,182652
198059,227076,182671
198060,227100,182674
198061,163038,182685
198062,163060,182685
198063,163082,182685
198064,163104,182685
198065,163213,182685
198066,163370,182685
198067,163527,182685
198068,163684,182685
198069,163818,182662
198070,228072,182656
198071,228228,182656
198072,228384,182656
198073,228540,182656
198074,164626,182649
198075,164783,182649
198076,164940,182649
198077,165097,182649
198078,165254,182649
198079,165411,182649
198080,165568,182649
198081,165725,182649
198082,165882,182649
198083,166039,182649
198084,166196,182649
198085,166353,182649
198086,166510,182649
198087,166667,182649
198088,166824,182649
198089,166981,182628
198090,167138,182628
198091,167295,182628
198092,167452,182628
198093,167609,182628
198094,167766,182628
198095,167923,182628
198096,168080,182628
198097,168237,182628
198098,168394,182628
198099,168551,182628
198100,168708,182628
198101,168865,182628
198102,169022,182628
198103,169179,182628
198104,169336,182628
198105,169493,182628
198106,169650,182628
198107,170046,182655
198108,170072,182655
198109,170121,182655
198110,170278,182655
198111,170435,182655
198112,170592,182655
198113,170749,182655
198114,170906,182655
198115,171063,182655
198116,171220,182655
198117,171377,182655
198118,171534,182655
198119,171691,182655
198120,171848,182655
198121,172005,182655
198122,172162,182655
198123,172319,182655
198124,172476,182655
198125,172633,182655
198126,240102,182656
198127,240221,182660
198128,240336,182660
198129,173506,182670
198130,173598,182691
198131,173669,182691
198132,173740,182691
198133,240911,182690
198134,241026,182664
198135,241141,182664
198136,240920,182654
198137,240949,182654
198138,240978,182654
198139,241007,182654
198140,241036,182654
198141,241065,182654
198142,241094,182654
198143,241123,182654
198144,241152,182654
198145,241181,182654
198146,241210,182654
198147,241239,182654
198148,241268,182654
198149,241297,182654
198150,241326,182654
198151,241355,182654
198152,241384,182654
198153,241413,182654
198154,241442,182654
198155,241471,182654
198156,241500,182654
198157,181711,182632
198158,181786,182632
198159,181861,182632
198160,181936,182632
198161,182011,182632
198162,182086,182632
198163,182161,182632
198164,182236,182632
198165,182311,182632
198166,182386,182632
198167,182461,182632
198168,182536,182632
198169,182611,182632
198170,182685,182631
198171,184214,182631
198172,184248,182631
198173,184282,182631
198174,184316,182631
198175,184350,182631
198176,184384,182631
198177,184418,182631
198178,184452,182631
198179,184486,182631
198180,184520,182631
198181,248517,182632
198182,248550,182632
198183,248583,182632
198184,248616,182632
198185,248649,182632
198186,248682,182632
198187,248715,182632
198188,248748,182632
198189,248781,182632
198190,248814,182632
198191,248847,182632
198192,248880,182632
198193,248913,182632
198194,248946,182632
198195,248979,182632
198196,249012,182632
198197,249045,182632
198198,249078,182632
198199,249111,182632
198200,249144,182632
198201,249177,182632
198202,249210,182632
198203,249243,182632
198204,249276,182632
198205,249309,182632
198206,249342,182632
198207,249444,182632
198208,249600,182632
198209,192120,182634
198210,192240,182634
198211,192360,182634
198212,192480,182634
198213,192600,182634
198214,192720,182634
198215,192840,182634
198216,192960,182634
198217,193080,182634
198218,193200,182634
198219,193320,182634
198220,193440,182634
198221,193560,182634
198222,193680,182634
198223,193800,182634
198224,193920,182634
198225,194040,182634
198226,194160,182634
198227,194280,182634
198228,194400,182634
198229,194520,182634
198230,194640,182634
198231,194760,182634
198232,194880,182634
198233,195000,182634
198234,195120,182634
198235,195240,182634
198236,195360,182634
198237,195480,182634
198238,195600,182634
198239,195720,182634
198240,195840,182634
198241,195960,182634
198242,196080,182634
198243,255040,182612
198244,189776,182598
198245,189892,182598
198246,190008,182598
198247,190124,182598
198248,198248,182600
198249,259044,182608
198250,193468,182634
198251,193506,182634
198252,193544,182634
198253,193582,182634
198254,193620,182634
198255,193658,182634
198256,193696,182634
198257,193734,182634
198258,193772,182634
198259,193810,182634
198260,193848,182634
198261,193985,182634
198262,194142,182634
198263,200582,182636
198264,200624,182636
198265,200666,182636
198266,200708,182636
198267,200750,182636
198268,200792,182636
198269,200834,182636
198270,200876,182636
198271,200918,182636
198272,200960,182636
198273,201002,182636
198274,201044,182636
198275,201086,182636
198276,201128,182636
198277,201170,182636
198278,201212,182636
198279,201254,182636
198280,201296,182636
198281,201338,182636
198282,201380,182636
198283,201422,182636
198284,201464,182636
198285,201506,182636
198286,201548,182636
198287,201590,182636
198288,201632,182636
198289,201720,182636
198290,201840,182636
198291,201960,182636
198292,202080,182636
198293,202200,182636
198294,202320,182636
198295,202440,182636
198296,202560,182636
198297,202680,182636
198298,202800,182636
198299,202920,182636
198300,203040,182636
198301,203160,182636
198302,203280,182636
198303,205083,182640
198304,205088,182640
198305,205093,182640
198306,205098,182640
198307,205103,182640
198308,205108,182640
198309,205113,182640
198310,205118,182640
198311,205123,182640
198312,205128,182640
198313,205133,182640
198314,205138,182640
198315,205143,182640
198316,205148,182640
198317,205153,182640
198318,205200,182640
198319,205320,182640
198320,205440,182640
198321,205560,182640
198322,205680,182640
198323,205800,182640
198324,205920,182640
198325,6868,182604
198326,6872,182604
198327,6876,182604
198328,6880,182604
198329,6884,182604
198330,6888,182604
198331,6892,182604
198332,6896,182604
198333,6956,182604
198334,7112,182604
198335,7268,182604
198336,7424,182604
198337,212169,182608
198338,212178,182608
198339,212187,182608
198340,212196,182608
198341,210788,182638
198342,210836,182640
198343,210882,182640
198344,210928,182640
198345,210974,182640
198346,211020,182640
198347,211066,182640
198348,211112,182640
198349,211158,182640
198350,211204,182640
198351,211250,182640
198352,211296,182640
198353,211342,182640
198354,212322,182644
198355,212331,182644
198356,212340,182644
198357,212349,182644
198358,212358,182644
198359,212367,182644
198360,212376,182644
198361,14024,182646
198362,14032,182646
198363,14040,182646
198364,14048,182646
198365,14056,182646
198366,14064,182646
198367,14072,182646
198368,14080,182646
198369,14088,182646
198370,14096,182646
198371,14104,182646
198372,14112,182646
198373,14120,182646
198374,14128,182646
198375,14136,182646
198376,14144,182646
198377,14152,182646
198378,14160,182646
198379,14168,182646
198380,14288,182646
198381,14444,182646
198382,14600,182646
198383,14756,182646
198384,14912,182646
198385,15068,182646
198386,15224,182646
198387,15380,182646
198388,15536,182646
198389,15692,182646
198390,15848,182646
198391,16004,182646
198392,16160,182646
198393,16316,182646
198394,16472,182646
198395,16628,182646
198396,16784,182646
198397,215337,182644
198398,215494,182644
198399,215651,182644
198400,215808,182644
198401,215965,182644
198402,222455,182647
198403,222580,182648
198404,222704,182648
198405,222828,182648
198406,222952,182648
198407,223076,182648
198408,223200,182648
198409,223324,182648
198410,223448,182648
198411,223572,182648
198412,223696,182648
198413,223820,182648
198414,223944,182648
198415,19744,182635
198416,21696,182616
198417,21708,182616
198418,21720,182616
198419,21732,182616
198420,21744,182616
198421,21756,182616
198422,21768,182616
198423,21780,182616
198424,21792,182616
198425,21804,182616
198426,21816,182616
198427,21828,182616
198428,21840,182616
198429,21932,182616
198430,22088,182616
198431,22244,182616
198432,22400,182616
198433,22556,182616
198434,22712,182616
198435,22868,182616
198436,24036,182616
198437,24085,182616
198438,24134,182616
198439,24183,182616
198440,24232,182616
198441,24281,182616
198442,24330,182616
198443,222822,182648
198444,222872,182648
198445,222922,182648
198446,223030,182648
198447,223187,182648
198448,223344,182648
198449,223501,182648
198450,27340,182641
198451,27426,182641
198452,27512,182641
198453,27598,182641
198454,27684,182641
198455,27770,182641
198456,230864,182652
198457,230918,182652
198458,230972,182652
198459,231026,182652
198460,231080,182652
198461,231134,182652
198462,29664,182658
198463,29680,182658
198464,29696,182658
198465,29712,182658
198466,29728,182658
198467,29744,182658
198468,29760,182658
198469,29776,182658
198470,29792,182658
198471,29808,182658
198472,29824,182658
198473,29840,182658
198474,29856,182658
198475,29872,182658
198476,29888,182658
198477,29904,182658
198478,29920,182658
198479,29936,182658
198480,29952,182658
198481,30044,182658
198482,30200,182658
198483,30356,182658
198484,30512,182658
198485,30668,182658
198486,30824,182658
198487,30980,182658
198488,31136,182658
198489,31292,182658
198490,31448,182658
198491,31604,182658
198492,31760,182658
198493,31916,182658
198494,32072,182658
198495,32228,182658
198496,32384,182658
198497,32540,182658
198498,234360,182652
198499,234484,182652
198500,234608,182652
198501,234732,182652
198502,234856,182652
198503,234980,182652
198504,204768,182634
198505,204876,182634
198506,204984,182634
198507,205092,182634
198508,205200,182634
198509,205308,182634
198510,205416,182634
198511,205524,182634
198512,205632,182634
198513,205740,182634
198514,205848,182634
198515,236464,182630
198516,236676,182620
198517,236716,182620
198518,38322,182628
198519,38445,182628
198520,38568,182628
198521,38691,182628
198522,38814,182628
198523,38937,182628
198524,39060,182628
198525,39183,182628
198526,39306,182628
198527,39429,182628
198528,39552,182628
198529,39675,182628
198530,39798,182628
198531,38460,182628
198532,38480,182628
198533,38500,182628
198534,38520,182628
198535,38540,182628
198536,38624,182628
198537,38780,182628
198538,38936,182628
198539,39092,182628
198540,39248,182628
198541,39404,182628
198542,39560,182628
198543,39716,182628
198544,39872,182628
198545,40028,182628
198546,40184,182628
198547,40340,182628
198548,40496,182628
198549,40652,182628
198550,245158,182624
198551,245183,182624
198552,245208,182624
198553,245233,182624
198554,245258,182624
198555,245283,182624
198556,245308,182624
198557,245333,182624
198558,205172,182634
198559,46824,182634
198560,46848,182634
198561,46872,182634
198562,46896,182634
198563,46920,182634
198564,46944,182634
198565,46968,182634
198566,46992,182634
198567,47016,182634
198568,47040,182634
198569,47064,182634
198570,245658,182660
198571,245683,182660
198572,245708,182660
198573,245733,182660
198574,245758,182660
198575,245783,182660
198576,47232,182670
198577,47256,182670
198578,47280,182670
198579,47304,182670
198580,47328,182670
198581,47352,182670
198582,47376,182670
198583,47400,182670
198584,47424,182670
198585,47448,182670
198586,47472,182670
198587,47496,182670
198588,47520,182670
198589,47544,182670
198590,47568,182670
198591,47592,182670
198592,47616,182670
198593,47640,182670
198594,47672,182670
198595,47828,182670
198596,47984,182670
198597,48140,182670
198598,48296,182670
198599,48452,182670
198600,48608,182670
198601,48764,182670
198602,48920,182670
198603,49076,182670
198604,49232,182670
198605,49388,182670
198606,49544,182670
198607,49700,182670
198608,49856,182670
198609,50012,182670
198610,50168,182670
198611,248935,182660
198612,249092,182660
198613,249249,182660
198614,249406,182660
198615,249563,182660
198616,249720,182660
198617,51260,182647
198618,51416,182647
198619,51572,182647
198620,51728,182647
198621,51884,182647
198622,52040,182647
198623,52196,182647
198624,52352,182647
198625,52508,182647
198626,52664,182647
198627,52820,182647
198628,257436,182628
198629,257531,182628
198630,257626,182628
198631,257721,182628
198632,257816,182628
198633,257911,182628
198634,258006,182628
198635,258101,182628
198636,258196,182628
198637,258291,182628
198638,258386,182628
198639,258481,182628
198640,258576,182628
198641,258671,182628
198642,258766,182628
198643,258861,182628
198644,258956,182628
198645,259051,182628
198646,259146,182628
198647,259241,182628
198648,259336,182628
198649,259431,182628
198650,259526,182628
198651,259621,182628
198652,257800,182628
198653,57260,182640
198654,57288,182640
198655,57316,182640
198656,57344,182640
198657,59453,182640
198658,59502,182628
198659,256471,182628
198660,256628,182628
198661,258358,182628
198662,258420,182628
198663,258482,182628
198664,258544,182628
198665,258606,182628
198666,258668,182628
