a,character,columns
187448,105848,182712
187449,106001,182712
187450,106154,182712
187451,106307,182712
187452,69812,182685
187453,106613,182679
187454,106766,182679
187455,106919,182679
187456,107072,182679
187457,107225,182679
187458,107378,182679
187459,107531,182679
187460,107684,182679
187461,107837,182679
187462,107990,182679
187463,108143,182679
187464,108296,182679
187465,108449,182679
187466,108602,182679
187467,108755,182679
187468,108908,182679
187469,109061,182679
187470,109214,182679
187471,109360,182672
187472,109485,182644
187473,108082,182643
187474,108228,182643
187475,108374,182643
187476,108520,182643
187477,108666,182643
187478,108812,182643
187479,108958,182643
187480,109104,182643
187481,109250,182643
187482,109396,182643
187483,109542,182643
187484,109688,182643
187485,109834,182643
187486,109980,182643
187487,110126,182643
187488,110272,182643
187489,110418,182643
187490,110564,182643
187491,110710,182643
187492,110856,182643
187493,111002,182643
187494,111148,182643
187495,111294,182643
187496,78152,182622
187497,78165,182622
187498,78178,182622
187499,78191,182622
187500,78204,182622
187501,78217,182622
187502,78230,182622
187503,78243,182622
187504,78256,182622
187505,78269,182622
187506,78314,182622
187507,78471,182622
187508,78628,182622
187509,78785,182622
187510,78942,182622
187511,79099,182622
187512,79256,182622
187513,79413,182622
187514,82133,182626
187515,5655,182638
187516,5676,182638
187517,5697,182638
187518,5718,182638
187519,5739,182638
187520,5888,182638
187521,6046,182638
187522,6204,182638
187523,6362,182638
187524,6520,182638
187525,6678,182638
187526,6836,182638
187527,6994,182638
187528,7152,182638
187529,7310,182638
187530,7468,182638
187531,7626,182638
187532,84632,182670
187533,84666,182670
187534,84700,182670
187535,84734,182670
187536,84768,182670
187537,84802,182670
187538,84836,182670
187539,84870,182670
187540,84904,182670
187541,84926,182658
187542,84972,182656
187543,85006,182656
187544,85040,182656
187545,85074,182656
187546,85108,182656
187547,85142,182656
187548,85176,182656
187549,85210,182656
187550,85244,182656
187551,85379,182656
187552,85536,182656
187553,85693,182656
187554,85850,182656
187555,86007,182656
187556,86164,182656
187557,86321,182656
187558,86478,182656
187559,86635,182656
187560,86792,182656
187561,86949,182656
187562,87866,182656
187563,87907,182656
187564,87948,182656
187565,87989,182656
187566,88030,182656
187567,88071,182656
187568,88112,182656
187569,88205,182656
187570,88362,182656
187571,88519,182656
187572,88676,182656
187573,88833,182656
187574,90656,182664
187575,90704,182664
187576,90752,182664
187577,90800,182664
187578,90848,182664
187579,90896,182664
187580,90944,182664
187581,90992,182664
187582,91040,182664
187583,16527,182673
187584,16576,182673
187585,16625,182673
187586,16674,182673
187587,16723,182673
187588,16772,182673
187589,16821,182673
187590,16948,182673
187591,17106,182673
187592,17264,182673
187593,91973,182664
187594,92130,182664
187595,92287,182664
187596,92444,182664
187597,92601,182664
187598,92758,182664
187599,92915,182664
187600,94384,182700
187601,94439,182700
187602,94494,182700
187603,94549,182700
187604,94604,182700
187605,94659,182700
187606,94714,182700
187607,94769,182700
187608,94824,182700
187609,94879,182700
187610,94934,182700
187611,94989,182700
187612,95044,182700
187613,95113,182700
187614,95270,182700
187615,95427,182700
187616,95584,182700
187617,95741,182700
187618,95898,182700
187619,96055,182700
187620,96212,182700
187621,96369,182700
187622,96526,182700
187623,23769,182673
187624,23832,182673
187625,23895,182673
187626,23958,182673
187627,24021,182673
187628,24084,182673
187629,24147,182673
187630,24210,182673
187631,24273,182673
187632,24336,182673
187633,24399,182673
187634,24462,182673
187635,24525,182673
187636,24588,182673
187637,24651,182673
187638,24714,182673
187639,24777,182673
187640,24848,182673
187641,25006,182673
187642,25164,182673
187643,25322,182673
187644,25480,182673
187645,25638,182673
187646,25796,182673
187647,100451,182664
187648,100608,182664
187649,100765,182664
187650,100922,182664
187651,101079,182664
187652,101236,182664
187653,101393,182664
187654,101550,182659
187655,101707,182659
187656,101864,182659
187657,102021,182659
187658,102178,182659
187659,102335,182659
187660,102492,182659
187661,29070,182673
187662,29140,182673
187663,29210,182673
187664,29280,182673
187665,29350,182673
187666,29420,182673
187667,103967,182695
187668,104036,182695
187669,104105,182695
187670,104174,182695
187671,104243,182695
187672,104376,182695
187673,104533,182695
187674,104685,182690
187675,30378,182660
187676,30536,182660
187677,33209,182660
187678,33286,182660
187679,33363,182660
187680,33440,182660
187681,33517,182660
187682,33594,182660
187683,33671,182660
187684,33748,182660
187685,33825,182660
187686,33902,182660
187687,33979,182660
187688,34056,182660
187689,34133,182660
187690,34210,182660
187691,34287,182660
187692,107516,182659
187693,107673,182659
187694,107830,182659
187695,143639,182642
187696,143792,182642
187697,144840,182642
187698,144912,182642
187699,144984,182642
187700,145056,182642
187701,145128,182642
187702,145200,182642
187703,145272,182642
187704,145344,182642
187705,145416,182642
187706,145488,182642
187707,145560,182642
187708,145632,182642
187709,145781,182642
187710,145934,182642
187711,145848,182642
187712,145920,182642
187713,145992,182642
187714,146064,182642
187715,146136,182642
187716,146208,182642
187717,146280,182642
187718,146352,182642
187719,146424,182642
187720,146496,182642
187721,146568,182642
187722,146640,182642
187723,146712,182642
187724,146784,182642
187725,146856,182642
187726,113308,182643
187727,113310,182643
187728,113312,182643
187729,113325,182643
187730,113482,182643
187731,113639,182643
187732,42307,182643
187733,42322,182648
187734,42332,182648
187735,42342,182648
187736,42352,182648
187737,42362,182648
187738,42372,182648
187739,42382,182648
187740,42392,182648
187741,42402,182648
187742,42412,182648
187743,42422,182648
187744,42432,182648
187745,42442,182648
187746,42452,182648
187747,42462,182648
187748,42472,182648
187749,42482,182648
187750,42492,182648
187751,42502,182648
187752,42544,182648
187753,42702,182648
187754,42860,182648
187755,43018,182648
187756,43176,182648
187757,43334,182648
187758,43492,182648
187759,43650,182648
187760,43808,182648
187761,43966,182648
187762,44124,182648
187763,44282,182648
187764,44440,182648
187765,44598,182648
187766,44756,182648
187767,44914,182648
187768,45072,182648
187769,45230,182644
187770,45388,182644
187771,45546,182644
187772,45704,182644
187773,45862,182644
187774,46020,182644
187775,122534,182637
187776,122624,182637
187777,122714,182637
187778,122804,182637
187779,122894,182637
187780,122984,182637
187781,123074,182637
187782,123164,182637
187783,123254,182637
187784,123344,182637
187785,123434,182627
187786,123524,182627
187787,123614,182627
187788,123704,182627
187789,124836,182644
187790,124866,182651
187791,124889,182651
187792,124912,182651
187793,124935,182651
187794,124958,182651
187795,124981,182651
187796,125004,182651
187797,125027,182651
187798,125050,182651
187799,125073,182651
187800,50752,182651
187801,50776,182651
187802,50800,182651
187803,50824,182651
187804,50848,182651
187805,50918,182651
187806,51076,182651
187807,51234,182651
187808,51392,182651
187809,51550,182651
187810,51708,182651
187811,51866,182651
187812,52024,182651
187813,52182,182651
187814,52340,182651
187815,130119,182646
187816,130216,182646
187817,130313,182646
187818,130410,182646
187819,130507,182646
187820,130604,182646
187821,130701,182646
187822,130798,182646
187823,130895,182646
187824,130992,182646
187825,131089,182646
187826,131186,182646
187827,131283,182646
187828,131380,182646
187829,131477,182646
187830,131574,182646
187831,131671,182646
187832,131768,182646
187833,131865,182646
187834,131962,182646
187835,130026,182646
187836,130124,182646
187837,55974,182629
187838,56132,182629
187839,56290,182629
187840,56448,182629
187841,56606,182629
187842,56764,182629
187843,56922,182629
187844,57080,182629
187845,57238,182629
187846,58828,182629
187847,134595,182658
187848,134632,182658
187849,134669,182658
187850,134706,182658
187851,134743,182658
187852,134780,182658
187853,60526,182665
187854,60564,182665
187855,60602,182665
187856,60640,182665
187857,60678,182665
187858,60716,182665
187859,60754,182665
187860,60792,182665
187861,60830,182665
187862,60868,182665
187863,60906,182665
187864,60944,182665
187865,60982,182665
187866,61020,182665
187867,61058,182665
187868,61096,182665
187869,61134,182665
187870,61188,182665
187871,61346,182665
187872,61504,182665
187873,61662,182665
187874,61820,182665
187875,61978,182665
187876,62136,182665
187877,62294,182665
187878,62452,182665
187879,62610,182665
187880,62768,182665
187881,62926,182665
187882,63084,182665
187883,63242,182665
187884,63400,182665
187885,137817,182657
187886,137974,182657
187887,138131,182657
187888,138288,182657
187889,138445,182657
187890,141904,182657
187891,142008,182657
187892,142112,182657
187893,142216,182657
187894,142320,182657
187895,142424,182657
187896,142528,182657
187897,142632,182657
187898,65612,182633
187899,66847,182633
187900,66892,182633
187901,66937,182633
187902,141224,182657
187903,141268,182657
187904,141312,182657
187905,141356,182657
187906,141400,182657
187907,141444,182657
187908,141488,182657
187909,141585,182657
187910,141742,182657
187911,141899,182657
187912,142056,182657
187913,142213,182657
187914,142370,182657
187915,142527,182657
187916,142684,182657
187917,142841,182657
187918,142998,182657
187919,143155,182657
187920,143312,182657
187921,143469,182657
187922,69404,182624
187923,69562,182624
187924,146940,182642
187925,146991,182642
187926,147042,182642
187927,147093,182642
187928,147144,182642
187929,147195,182642
187930,147246,182642
187931,147297,182642
187932,147348,182642
187933,147399,182642
187934,147450,182642
187935,147501,182642
187936,147552,182642
187937,147603,182642
187938,147654,182642
187939,73500,182660
187940,73552,182660
187941,73604,182660
187942,73656,182660
187943,73708,182660
187944,73760,182660
187945,73812,182660
187946,73864,182660
187947,73916,182660
187948,73968,182660
187949,74020,182660
187950,74072,182660
187951,74124,182660
187952,74176,182660
187953,74302,182660
187954,74460,182660
187955,74618,182660
187956,74776,182660
187957,74934,182660
187958,75092,182660
187959,75250,182660
187960,75408,182660
187961,75566,182660
187962,75724,182660
187963,75882,182660
187964,154628,182648
187965,154739,182648
187966,154850,182648
187967,154961,182648
187968,155072,182648
187969,155183,182648
187970,155294,182648
187971,155405,182648
187972,155516,182648
187973,155627,182648
187974,151790,182642
187975,77778,182624
187976,77936,182624
187977,78094,182624
187978,78252,182624
187979,78410,182624
187980,153468,182612
187981,153473,182612
187982,153478,182612
187983,153483,182612
187984,153488,182612
187985,153517,182612
187986,153674,182612
187987,153831,182612
187988,153988,182612
187989,154145,182612
187990,154302,182612
187991,81416,182639
187992,81480,182644
187993,81539,182644
187994,81598,182644
187995,81657,182644
187996,81716,182644
187997,81775,182644
187998,81834,182644
187999,81893,182644
188000,81952,182644
188001,82011,182644
188002,82070,182644
188003,82202,182644
188004,82360,182644
188005,82518,182644
188006,82676,182644
188007,82834,182644
188008,82992,182644
188009,83150,182644
188010,83308,182644
188011,83466,182644
188012,83624,182644
188013,83782,182644
188014,84886,182658
188015,84899,182658
188016,84912,182658
188017,84925,182658
188018,84938,182658
188019,84951,182658
188020,84964,182658
188021,108540,182659
188022,108680,182659
188023,108820,182659
188024,108960,182659
188025,109100,182659
188026,109240,182659
188027,109380,182659
188028,109520,182659
188029,109660,182659
188030,109800,182659
188031,109940,182659
188032,110080,182659
188033,110220,182659
188034,110360,182659
188035,110500,182659
188036,110640,182659
188037,110780,182659
188038,110920,182659
188039,111060,182659
188040,111200,182659
188041,111340,182659
188042,111480,182659
188043,89268,182666
188044,89408,182694
188045,89520,182694
188046,89632,182694
188047,89744,182694
188048,89856,182694
188049,89968,182694
188050,113052,182695
188051,113146,182695
188052,113240,182695
188053,90730,182730
188054,113696,182731
188055,91080,182747
188056,91104,182751
188057,91124,182751
188058,91144,182751
188059,91164,182751
188060,91208,182751
188061,91366,182751
188062,91524,182751
188063,91682,182751
188064,171456,182745
188065,171558,182729
188066,171692,182725
188067,171480,182709
188068,171552,182709
188069,171624,182709
188070,171696,182689
188071,171768,182689
188072,171840,182689
188073,171912,182689
188074,171984,182689
188075,172056,182689
188076,172128,182689
188077,172200,182689
188078,171436,182673
188079,171462,182673
188080,171488,182673
188081,171514,182673
188082,171540,182673
188083,171566,182673
188084,171592,182673
188085,171618,182673
188086,171644,182673
188087,171670,182673
188088,171696,182673
188089,171722,182673
188090,171748,182673
188091,171774,182673
188092,171800,182673
188093,171826,182673
188094,171852,182673
188095,171878,182673
188096,171904,182673
188097,171930,182673
188098,171956,182673
188099,171982,182673
188100,172008,182673
188101,172034,182673
188102,172060,182673
188103,172086,182673
188104,172200,182673
188105,172357,182653
188106,172514,182653
188107,172671,182653
188108,172828,182653
188109,172985,182653
188110,173142,182653
188111,173299,182653
188112,173456,182653
188113,173613,182653
188114,174864,182653
188115,174936,182653
188116,175008,182653
188117,175080,182653
188118,175152,182653
188119,175224,182653
188120,175296,182653
188121,175368,182653
188122,175440,182653
188123,175512,182653
188124,175584,182653
188125,175656,182653
188126,175728,182653
188127,175811,182653
188128,179008,182651
188129,179126,182651
188130,179244,182651
188131,179362,182651
188132,179480,182651
188133,179598,182651
188134,179716,182651
188135,179834,182651
188136,179952,182651
188137,180070,182651
188138,180188,182651
188139,180306,182651
188140,180424,182651
188141,180542,182651
188142,180660,182651
188143,180778,182651
188144,180895,182650
188145,181006,182643
188146,181117,182636
188147,181228,182629
188148,107372,182623
188149,107491,182623
188150,107610,182623
188151,179671,182615
188152,183926,182622
188153,184023,182640
188154,184102,182640
188155,184181,182640
188156,184260,182640
188157,184339,182640
188158,184418,182640
188159,184497,182640
188160,184576,182640
188161,184655,182640
188162,184734,182640
188163,184813,182640
188164,184892,182640
188165,184971,182640
188166,185050,182640
188167,185129,182640
188168,185208,182640
188169,185287,182640
188170,185366,182640
188171,185445,182640
188172,185524,182640
188173,185603,182640
188174,185682,182640
188175,186968,182642
188176,187008,182642
188177,187048,182642
188178,187088,182642
188179,187128,182642
188180,187168,182642
188181,187208,182642
188182,187248,182642
188183,187288,182642
188184,188184,182644
188185,188185,182644
188186,188186,182644
188187,188187,182644
188188,188188,182644
188189,188189,182644
188190,188190,182644
188191,188191,182644
188192,188192,182644
188193,188193,182644
188194,188194,182644
188195,188195,182644
188196,188196,182644
188197,188197,182644
188198,188198,182644
188199,188199,182644
188200,188200,182644
188201,188201,182644
188202,188202,182644
188203,188203,182644
188204,188204,182644
188205,188205,182644
188206,188214,182644
188207,188371,182644
188208,188528,182644
188209,188685,182644
188210,188842,182644
188211,188999,182644
188212,189156,182644
188213,189313,182644
188214,189470,182644
188215,189627,182644
188216,189784,182644
188217,189941,182644
188218,196431,182648
188219,196559,182651
188220,196684,182651
188221,196809,182651
188222,196934,182651
188223,197059,182651
188224,197184,182651
188225,197309,182651
188226,197434,182651
188227,197559,182651
188228,197684,182651
188229,197809,182651
188230,197934,182651
188231,198059,182651
188232,198184,182651
188233,198309,182651
188234,198434,182651
188235,198559,182626
188236,198684,182626
188237,198809,182626
188238,198934,182626
188239,199059,182626
188240,199184,182626
188241,199309,182626
188242,199434,182626
188243,199559,182626
188244,199684,182626
188245,199809,182626
188246,199934,182626
188247,200059,182626
188248,200184,182626
188249,200309,182626
188250,196998,182651
188251,197045,182651
188252,197092,182651
188253,197139,182651
188254,197186,182651
188255,197233,182651
188256,197280,182651
188257,197327,182651
188258,197374,182651
188259,197421,182651
188260,197468,182651
188261,197515,182651
188262,197562,182651
188263,197609,182651
188264,197656,182651
188265,197703,182651
188266,197750,182651
188267,197797,182651
188268,197948,182651
188269,198105,182651
188270,198262,182651
188271,198419,182651
188272,198576,182651
188273,198733,182651
188274,198890,182651
188275,199047,182651
188276,199204,182651
188277,199361,182651
188278,203934,182642
188279,204059,182642
188280,204184,182642
188281,204309,182642
188282,204434,182642
188283,204559,182642
188284,204684,182642
188285,204809,182642
188286,205972,182642
188287,206026,182642
188288,206080,182642
188289,206134,182642
188290,206188,182642
188291,206242,182642
188292,206296,182642
188293,206350,182642
188294,206404,182642
188295,202985,182642
188296,203000,182642
188297,203015,182642
188298,203030,182642
188299,203045,182642
188300,203060,182642
188301,203129,182642
188302,203286,182642
188303,203443,182642
188304,203600,182642
188305,203757,182642
188306,203914,182642
188307,204071,182642
188308,204228,182642
188309,204385,182642
188310,204542,182642
188311,204699,182642
188312,204856,182642
188313,205013,182642
188314,205170,182642
188315,205327,182642
188316,205484,182642
188317,211974,182646
188318,212070,182649
188319,212163,182649
188320,212256,182649
188321,212349,182649
188322,212442,182649
188323,212535,182649
188324,212628,182649
188325,212721,182649
188326,212814,182649
188327,212907,182649
188328,213000,182649
188329,213093,182649
188330,213186,182649
188331,213279,182649
188332,213358,182635
188333,210804,182621
188334,137378,182614
188335,137401,182614
188336,137424,182614
188337,137502,182614
188338,137628,182614
188339,137754,182614
188340,137880,182614
188341,138006,182614
188342,138132,182614
188343,138258,182614
188344,138384,182614
188345,138510,182614
188346,138636,182614
188347,138762,182614
188348,138888,182614
188349,139014,182614
188350,139140,182614
188351,137769,182614
188352,137792,182614
188353,137815,182614
188354,137838,182614
188355,137861,182614
188356,137976,182614
188357,138134,182614
188358,138292,182614
188359,138450,182614
188360,145776,182621
188361,145806,182621
188362,145836,182621
188363,145866,182621
188364,145896,182621
188365,145926,182621
188366,145956,182621
188367,219763,182636
188368,219792,182636
188369,219821,182636
188370,219850,182636
188371,219879,182636
188372,219908,182636
188373,219937,182636
188374,219966,182636
188375,219995,182636
188376,220024,182636
188377,220053,182636
188378,220082,182636
188379,220111,182636
188380,220140,182636
188381,220169,182636
188382,220198,182636
188383,220227,182636
188384,220256,182636
188385,220285,182636
188386,220314,182636
188387,220343,182636
188388,220372,182636
188389,220401,182636
188390,220430,182636
188391,220459,182636
188392,220488,182636
188393,220517,182636
188394,220546,182636
188395,220575,182636
188396,220604,182636
188397,220633,182636
188398,220662,182636
188399,220691,182636
188400,220720,182636
188401,220749,182636
188402,220778,182636
188403,220807,182636
188404,220836,182636
188405,220865,182636
188406,220894,182636
188407,220923,182636
188408,220952,182636
188409,220981,182636
188410,221010,182636
188411,221039,182636
188412,221068,182636
188413,221097,182636
188414,221126,182636
188415,221155,182636
188416,221184,182636
188417,221341,182636
188418,221498,182636
188419,221655,182636
188420,221812,182636
188421,221969,182636
188422,222126,182636
188423,222283,182636
188424,222440,182636
188425,222597,182636
188426,222754,182636
188427,222911,182636
188428,223068,182636
188429,223225,182636
188430,223382,182636
188431,223539,182636
188432,223696,182636
188433,223853,182636
188434,224010,182636
188435,224167,182636
188436,224324,182636
188437,224481,182636
188438,224638,182636
188439,224795,182636
188440,224952,182636
188441,225109,182636
188442,225266,182636
188443,225423,182636
188444,225580,182636
188445,225737,182636
188446,225894,182636
188447,226051,182636
188448,226208,182636
188449,226365,182636
188450,226522,182636
188451,226679,182636
188452,226836,182636
188453,226993,182636
188454,227150,182636
188455,227307,182636
188456,227464,182636
188457,227621,182636
188458,227778,182636
188459,227935,182636
188460,228092,182636
188461,228249,182636
188462,228406,182636
188463,228563,182636
188464,228720,182636
188465,170700,182619
188466,170840,182619
188467,170980,182619
188468,171120,182619
188469,171260,182619
188470,171400,182619
188471,171540,182619
188472,157720,182612
188473,157757,182612
188474,157794,182612
188475,157831,182612
188476,157868,182612
188477,157905,182612
188478,157942,182612
188479,157979,182612
188480,158016,182612
188481,158053,182612
188482,158090,182612
188483,158127,182612
188484,158200,182612
188485,158358,182612
188486,158516,182612
188487,158674,182612
188488,158832,182612
188489,158990,182612
188490,239135,182629
188491,239276,182638
188492,236976,182647
188493,234612,182647
188494,234680,182647
188495,234748,182647
188496,234816,182647
188497,234884,182647
188498,234952,182647
188499,235020,182647
188500,235088,182647
188501,235156,182647
188502,235224,182647
188503,235292,182647
188504,235360,182647
188505,235428,182647
188506,235496,182647
188507,235564,182647
188508,235632,182647
188509,235785,182647
188510,235942,182647
188511,236099,182647
188512,236256,182647
188513,236413,182647
188514,236567,182644
188515,239276,182638
188516,239376,182638
188517,239476,182638
188518,239576,182638
188519,239676,182638
188520,239776,182638
188521,239876,182638
188522,239976,182638
188523,240076,182638
188524,240176,182638
188525,240276,182638
188526,240376,182638
188527,240476,182638
188528,240576,182638
188529,240676,182638
188530,240776,182638
188531,240876,182638
188532,240976,182638
188533,241076,182638
188534,241176,182638
188535,241276,182638
188536,241376,182638
188537,241476,182638
188538,241576,182638
188539,241676,182638
188540,241776,182638
188541,241876,182638
188542,241976,182638
188543,242076,182638
188544,242176,182638
188545,242276,182638
188546,243158,182638
188547,243201,182638
188548,248136,182645
188549,248154,182645
188550,248172,182645
188551,248190,182645
188552,248208,182645
188553,248226,182645
188554,248244,182645
188555,248262,182645
188556,248280,182645
188557,248298,182645
188558,248316,182645
188559,248334,182645
188560,248384,182645
188561,248516,182645
188562,248648,182645
188563,248780,182645
188564,248912,182645
188565,249044,182645
188566,249176,182645
188567,249308,182645
188568,249440,182645
188569,249572,182645
188570,249704,182645
188571,249836,182645
188572,249968,182645
188573,250100,182645
188574,250232,182645
188575,250364,182645
188576,250496,182645
188577,250628,182645
188578,250753,182638
188579,246775,182626
188580,246932,182626
188581,247089,182626
188582,247246,182626
188583,247403,182626
188584,247560,182626
188585,247717,182626
188586,247874,182626
188587,248838,182645
188588,248856,182645
188589,248874,182645
188590,248892,182645
188591,248910,182645
188592,248928,182645
188593,248973,182645
188594,249130,182645
188595,249287,182645
188596,249444,182645
188597,249601,182645
188598,249758,182645
188599,249915,182645
188600,250072,182645
188601,250229,182645
188602,250386,182645
188603,250543,182645
188604,250700,182645
188605,250857,182645
188606,251014,182645
188607,251171,182645
188608,251328,182645
188609,251485,182645
188610,251642,182645
188611,251799,182645
188612,251956,182645
188613,252110,182642
188614,255660,182642
188615,255710,182642
188616,255776,182642
188617,255908,182642
188618,256040,182642
188619,256172,182642
188620,256304,182642
188621,256436,182642
188622,256568,182642
188623,256700,182642
188624,256832,182642
188625,256964,182642
188626,257096,182642
188627,257228,182642
188628,257360,182642
188629,257492,182642
188630,257624,182642
188631,257756,182642
188632,257888,182642
188633,258020,182642
188634,259382,182648
188635,259416,182657
188636,259450,182666
188637,259477,182668
188638,259502,182668
188639,259527,182668
188640,259552,182668
188641,259577,182668
188642,259602,182668
188643,259627,182668
188644,259652,182668
188645,259677,182668
188646,259736,182668
188647,141,182634
188648,248,182634
188649,355,182634
188650,462,182634
188651,569,182634
188652,676,182634
188653,783,182634
188654,890,182634
188655,997,182634
188656,1104,182634
188657,1211,182634
188658,1318,182634
188659,1425,182634
188660,1532,182634
188661,0,182634
188662,0,182634
188663,0,182634
188664,0,182634
188665,100,182634
188666,232,182634
188667,364,182634
188668,496,182634
188669,628,182634
188670,2602,182634
188671,2709,182634
188672,2816,182634
188673,2923,182634
188674,3030,182634
188675,3137,182634
188676,3244,182634
188677,3351,182634
188678,3458,182634
188679,3565,182634
188680,3672,182634
188681,6913,182644
188682,6970,182644
188683,7027,182644
188684,7084,182644
188685,7141,182644
188686,7198,182644
188687,7255,182644
188688,7312,182644
188689,7369,182644
188690,7426,182644
188691,7483,182644
188692,7540,182644
188693,7597,182644
188694,7654,182644
188695,7711,182644
188696,7768,182644
188697,7825,182644
188698,7882,182644
188699,7939,182644
188700,7996,182644
188701,8053,182644
188702,10194,182649
188703,10201,182649
188704,10208,182649
188705,10215,182649
188706,10222,182649
188707,10229,182649
188708,10236,182649
188709,10243,182649
188710,10250,182649
188711,10257,182649
188712,10264,182649
188713,10271,182649
188714,9526,182667
188715,9568,182677
188716,9600,182677
188717,9632,182677
188718,9664,182677
188719,9696,182677
188720,9728,182677
188721,9760,182677
188722,9792,182677
188723,9824,182677
188724,9856,182677
188725,9888,182677
188726,9478,182680
188727,10369,182685
188728,10376,182685
188729,10383,182685
188730,10390,182685
188731,10064,182697
188732,10112,182713
188733,10144,182713
188734,10412,182715
188735,10425,182721
188736,10432,182721
188737,10439,182721
188738,10446,182721
188739,10453,182721
188740,10460,182721
188741,10467,182721
188742,10474,182721
188743,10481,182721
188744,10536,182721
188745,10693,182721
188746,10850,182721
188747,11007,182721
188748,11164,182721
188749,11321,182721
188750,11478,182721
188751,200386,182721
188752,200544,182721
188753,221571,182714
188754,221718,182714
188755,201018,182685
188756,201176,182685
188757,201334,182685
188758,201492,182685
188759,201650,182685
188760,222600,182678
188761,222747,182678
188762,222894,182678
188763,223041,182678
188764,223188,182678
188765,223335,182678
188766,223482,182678
188767,223629,182678
188768,223776,182678
188769,223923,182678
188770,203388,182649
188771,203546,182649
188772,203704,182649
188773,203862,182649
188774,204020,182649
188775,204178,182649
188776,204336,182649
188777,204494,182649
188778,204652,182649
188779,204810,182649
188780,204968,182649
188781,205126,182649
188782,205284,182649
188783,205442,182649
188784,205600,182649
188785,205758,182649
188786,205916,182649
188787,206074,182649
188788,206232,182649
188789,206390,182649
188790,206548,182649
188791,206706,182649
188792,206864,182649
188793,207022,182649
188794,226340,182642
188795,226462,182642
188796,226584,182642
188797,226706,182642
188798,226828,182642
188799,226950,182642
188800,227072,182642
188801,227194,182642
188802,227316,182642
188803,227438,182642
188804,227560,182642
188805,227682,182642
188806,227804,182642
188807,227926,182642
188808,228048,182642
188809,23519,182639
188810,23558,182639
188811,23597,182639
188812,23636,182639
188813,23675,182639
188814,23714,182639
188815,23753,182639
188816,23792,182639
188817,23831,182639
188818,232842,182641
188819,232871,182641
188820,232900,182641
188821,232929,182641
188822,232958,182641
188823,232987,182641
188824,233016,182641
188825,233045,182641
188826,233074,182641
188827,233103,182641
188828,233132,182641
188829,233161,182641
188830,233190,182641
188831,233219,182641
188832,233248,182641
188833,233331,182641
188834,233478,182641
188835,233625,182641
188836,233772,182641
188837,233919,182641
188838,234066,182641
188839,234213,182641
188840,234360,182641
188841,234507,182641
188842,234654,182641
188843,234801,182641
188844,234948,182641
188845,235095,182641
188846,235242,182641
188847,235389,182641
188848,235536,182641
188849,236374,182641
188850,236428,182641
188851,236482,182641
188852,236536,182641
188853,236590,182641
188854,236644,182641
188855,236698,182641
188856,236752,182641
188857,236859,182641
188858,237006,182641
188859,237153,182641
188860,237300,182641
188861,237447,182641
188862,237594,182641
188863,237741,182641
188864,237888,182641
188865,238035,182641
188866,238182,182641
188867,238329,182641
188868,238476,182641
188869,238623,182641
188870,34110,182625
188871,34131,182625
188872,34152,182625
188873,34173,182625
188874,34194,182625
188875,34215,182625
188876,37544,182630
188877,37590,182630
188878,37636,182630
188879,37682,182630
188880,37728,182630
188881,37774,182630
188882,37820,182630
188883,37866,182630
188884,37912,182630
188885,37958,182630
188886,38004,182630
188887,38050,182630
188888,38096,182630
188889,38142,182630
188890,38188,182630
188891,38234,182630
188892,38280,182630
188893,38326,182630
188894,38372,182630
188895,38418,182630
188896,38464,182630
188897,38510,182630
188898,38564,182630
188899,38678,182630
188900,38792,182630
188901,38906,182630
188902,39020,182630
188903,39134,182630
188904,39248,182630
188905,39362,182630
188906,39476,182630
188907,39590,182630
188908,39704,182630
188909,39818,182630
188910,39932,182630
188911,40046,182630
188912,40160,182630
188913,40274,182630
188914,40388,182630
188915,40502,182630
188916,40616,182630
188917,40730,182630
188918,40844,182630
188919,40958,182630
188920,41072,182630
188921,41186,182630
188922,41300,182630
188923,41414,182630
188924,42484,182612
188925,249544,182626
188926,247736,182638
188927,247772,182638
188928,247808,182638
188929,247844,182638
188930,247880,182638
188931,247916,182638
188932,247952,182638
188933,248031,182638
188934,248178,182638
188935,248325,182638
188936,248472,182638
188937,248619,182638
188938,248766,182638
188939,47412,182628
188940,47440,182628
188941,47468,182628
188942,47496,182628
188943,47524,182628
188944,47552,182628
188945,47580,182628
188946,47608,182628
188947,47636,182628
188948,47664,182628
188949,47692,182628
188950,47720,182628
188951,47748,182628
188952,47776,182628
188953,47804,182628
188954,47832,182628
188955,47860,182628
188956,47888,182628
188957,47916,182628
188958,47944,182628
188959,47972,182628
188960,48000,182628
188961,48028,182628
188962,48056,182628
188963,48084,182628
188964,255624,182642
188965,255642,182642
188966,255660,182642
188967,255678,182642
188968,255696,182642
188969,255714,182642
188970,255732,182642
188971,255750,182642
188972,255768,182642
188973,255786,182642
188974,255804,182642
188975,255822,182642
188976,255840,182642
188977,255858,182642
188978,255453,182646
188979,23899,182660
188980,23956,182660
188981,24013,182660
188982,24070,182660
188983,24127,182660
188984,24184,182660
188985,256002,182678
188986,54852,182707
188987,54862,182707
188988,54932,182707
188989,55071,182707
188990,55193,182690
188991,55200,182671
188992,55296,182671
188993,55392,182671
188994,55766,182671
188995,55905,182671
188996,56044,182671
188997,56183,182671
188998,56322,182671
188999,56461,182671
189000,56600,182671
189001,56739,182671
189002,56878,182671
189003,57017,182671
