y,count
21837,4939621337695
21838,4841687218428
21839,4953314842096
21840,4850416869516
21841,4953178768002
21842,4864113115428
21843,4961437542030
21844,4864492291060
21845,4974690959698
21846,4872774133992
21847,4975316099164
21848,4885280270326
21849,4984341017189
21850,4885180301320
21851,4997156443908
21852,4894244106404
21853,4996529524745
21854,4907563621052
21855,5005100994060
21856,4906959023296
21857,5018729795568
21858,4914794331062
21859,5018849923237
21860,4927682850370
21861,5026971198974
21862,4927835986286
21863,5039366413138
21864,4936470797158
21865,5038991917426
21866,4948905331210
21867,5047907565849
21868,4947806244324
21869,5061111939241
21870,4955958657886
21871,5060249297178
21872,4969203113982
21873,5067914922326
21874,4968865140886
21875,5080681103546
21876,4976558377308
21877,5080558558690
21878,4988584394502
21879,5089014542272
21880,4987742528720
21881,5101332086961
21882,4996237419170
21883,5099931585770
21884,5009056452364
21885,5107924226758
21886,5007712187990
21887,5121042621200
21888,5014961629770
21889,5120417069188
21890,5027326619828
21891,5127915750219
21892,5026758584672
21893,5139790065140
21894,5034792685040
21895,5138662216445
21896,5046712343120
21897,5146961300675
21898,5044831054482
21899,5159656451726
21900,5052392520752
21901,5158009187949
21902,5065129257334
21903,5165048361789
21904,5064023241552
21905,5177260226546
21906,5071108748230
21907,5176384001206
21908,5082584652980
21909,5184225396102
21910,5080979641324
21911,5195970150617
21912,5088850123988
21913,5193794127494
21914,5101138283968
21915,5201142929169
21916,5099027210366
21917,5213715167162
21918,5105619162928
21919,5212293549879
21920,5117447513462
21921,5219152758821
21922,5116101562520
21923,5230456988077
21924,5123509880740
21925,5228519408829
21926,5134844382298
21927,5236189586806
21928,5132184374402
21929,5248305435369
21930,5139104994718
21931,5245858736032
21932,5151264987396
21933,5252212657893
21934,5149390370332
21935,5263846449022
21936,5155812305688
21937,5262185166232
21938,5166698269042
21939,5269347254029
21940,5164287651902
21941,5280505403303
21942,5171514227722
21943,5277505891713
21944,5183228656582
21945,5284181334900
21946,5180294266014
21947,5296141322168
21948,5186228879906
21949,5293922084004
21950,5197450022718
21951,5300099978930
21952,5195313964036
21953,5310765519905
21954,5202034047416
21955,5308028693080
21956,5212768896640
21957,5315006578675
21958,5209300332968
21959,5326505667661
21960,5215524768578
21961,5323218775534
21962,5227090763748
21963,5328876987442
21964,5224402936714
21965,5339887462549
21966,5230131213804
21967,5337391785364
21968,5240372700838
21969,5343870580578
21970,5237153774586
21971,5354374679750
21972,5243703959386
21973,5350539036476
21974,5254773608568
21975,5356487239069
21976,5251033151036
21977,5367819169030
21978,5256243290716
21979,5364780071059
21980,5266829838280
21981,5370217423899
21982,5263863280492
21983,5380233693874
21984,5269891451814
21985,5376650675977
21986,5279978734318
21987,5382915428404
21988,5275662466218
21989,5393739964663
21990,5281184458872
21991,5389616752733
21992,5292095712566
21993,5394545987556
21994,5288583040322
21995,5404868469920
21996,5293572913466
21997,5401549526057
21998,5303153528616
21999,5407286676292
22000,5299112020488
22001,5417111500869
22002,5304920305728
22003,5412407434373
22004,5315341622226
22005,5417622319877
22006,5310751698852
22007,5428281918160
22008,5315227074798
22009,5424380329225
22010,5325118485734
22011,5429079779057
22012,5321332229176
22013,5438387455844
22014,5326632417626
22015,5433953921679
22016,5336016047798
22017,5439456769631
22018,5330864220802
22019,5449594482219
22020,5335637440988
22021,5444620046802
22022,5345864684516
22023,5448764149732
22024,5341499058198
22025,5458396941333
22026,5345741828118
22027,5454220111549
22028,5354629062518
22029,5459197019409
22030,5349722889156
22031,5468287981227
22032,5354802717274
22033,5462728539700
22034,5364511777234
22035,5467181954277
22036,5359074668682
22037,5477109472592
22038,5362768269802
22039,5472366308125
22040,5371961276306
22041,5476279089818
22042,5367337560026
22043,5484856000042
22044,5371862741018
22045,5479543474543
22046,5380541042746
22047,5484282621616
22048,5374525362980
22049,5493701760557
22050,5378527798250
22051,5487842128918
22052,5388025993328
22053,5491213110020
22054,5382821835996
22055,5500096117708
22056,5386298796404
22057,5495061402791
22058,5394431905042
22059,5499239825727
22060,5388692285108
22061,5507592876151
22062,5392989246484
22063,5501168478951
22064,5401971939608
22065,5504814883798
22066,5395660040870
22067,5514013329091
22068,5398581030114
22069,5508394882802
22070,5407042243956
22071,5511510928842
22072,5401553739302
22073,5519315334166
22074,5405308669284
22075,5513145748850
22076,5413233184756
22077,5517097793871
22078,5406359347582
22079,5525740640650
22080,5409562693646
22081,5519026147847
22082,5418323022872
22083,5521580801392
22084,5412277663790
22085,5529700489882
22086,5414942420602
22087,5523787353173
22088,5422333711110
22089,5527173694432
22090,5415726726194
22091,5534762622625
22092,5419240235042
22093,5527446869845
22094,5427451623882
22095,5530298700424
22096,5420293078802
22097,5538721379003
22098,5422418169762
22099,5532240306086
22100,5430100524550
22101,5534526236663
22102,5423777170188
22103,5541556094445
22104,5426730165224
22105,5534529043028
22106,5433883110980
22107,5537652853458
22108,5426139726400
22109,5545531848251
22110,5428549680168
22111,5537938447439
22112,5436553532304
22113,5539675920985
22114,5429636202840
22115,5546994680638
22116,5431514435502
22117,5540228304903
22118,5438117268024
22119,5542806357079
22120,5430662538496
22121,5549586323543
22122,5433354599574
22123,5541419749579
22124,5440802369062
22125,5543441994261
22126,5432799814162
22127,5551073838277
22128,5434097988976
22129,5543717990586
22130,5441012591528
22131,5545191044893
22132,5433836934062
22133,5551428589100
22134,5435982066762
22135,5543521239296
22136,5442335960352
22137,5545843507530
22138,5433749943954
22139,5552914238035
22140,5435360575544
22141,5544459891763
22142,5442561505322
22143,5545354598592
22144,5434819203428
22145,5551882786954
22146,5435869958326
22147,5544270755680
22148,5441683964090
22149,5546006285192
22150,5433372341342
22151,5551993361754
22152,5435267394414
22153,5542961387643
22154,5441928015278
22155,5544158503396
22156,5433068475556
22157,5550971366407
22158,5433565825904
22159,5542773785531
22160,5439677412118
22161,5543427974006
22162,5431664655478
22163,5548835637685
22164,5432987854036
22165,5540093114956
22166,5438551674554
22167,5541578954259
22168,5429139156008
22169,5547843376254
22170,5429914267770
22171,5538528182783
22172,5436336049298
22173,5538601187167
22174,5427754268252
22175,5544323258826
22176,5427993789418
22177,5535853039068
22178,5432987474778
22179,5536778089831
22180,5423859688920
22181,5541939968844
22182,5424950231720
22183,5532066964245
22184,5430792696950
22185,5532425075692
22186,5421120861880
22187,5538431498939
22188,5420797575942
22189,5529406069688
22190,5426106668950
22191,5529212612507
22192,5417262630236
22193,5533820097051
22194,5417778545436
22195,5524236778392
22196,5422548948716
22197,5524898866229
22198,5412299445126
22199,5530328821611
22200,5412281004008
22201,5520196152514
22202,5417886110666
22203,5519452596017
22204,5408496043866
22205,5524336450362
22206,5407908061722
22207,5515059166553
22208,5412107214824
22209,5515153124814
22210,5402176568012
22211,5519495026454
22212,5402442717366
22213,5508786972573
22214,5407496005888
22215,5508331139601
22216,5397012692150
22217,5513528831945
22218,5395877094126
22219,5503671799787
22220,5400368384322
22221,5502672554706
22222,5390735894604
22223,5506448401351
22224,5390455994688
22225,5496058360936
22226,5394397819308
22227,5495887783762
22228,5383373350298
22229,5500508488596
22230,5382539813438
22231,5489578148886
22232,5387340852196
22233,5488000852298
22234,5377146170976
22235,5492081416053
22236,5375769055274
22237,5481994442012
22238,5379170163126
22239,5481271925739
22240,5368440684082
22241,5484785531149
22242,5367917896870
22243,5473294315808
22244,5372158590068
22245,5472033066719
22246,5360899141104
22247,5476392778691
22248,5358955546400
22249,5465765932336
22250,5362648024434
22251,5463947759800
22252,5352255224392
22253,5466907669942
22254,5351160026108
22255,5455722266345
22256,5354317035974
22257,5454755042749
22258,5342515770296
22259,5458567429346
22260,5340894257260
22261,5446842728101
22262,5344879935954
22263,5444477146915
22264,5333935764438
22265,5447736803385
22266,5331773777494
22267,5436881924588
22268,5334360296506
22269,5435344168517
22270,5322894797004
22271,5438052198093
22272,5321577186728
22273,5425811528202
22274,5325016681146
22275,5423734198329
22276,5313001365560
22277,5427297558525
22278,5310284770580
22279,5415904138229
22280,5313191637764
22281,5413296367372
22282,5302036319378
22283,5415434970399
22284,5300181203332
22285,5403510014511
22286,5302535085086
22287,5401758078064
22288,5290006018800
22289,5404747427173
22290,5287591599372
22291,5392300198444
22292,5290795375592
22293,5389140428136
22294,5279134124762
22295,5391594844958
22296,5276186846162
22297,5379992641370
22298,5277998204148
22299,5377681416460
22300,5265809298804
22301,5379598104618
22302,5263722831574
22303,5366613687079
22304,5266362060528
22305,5363777760042
22306,5253645562088
22307,5366531358489
22308,5250180567060
22309,5354417012985
22310,5252284573160
22311,5351023692670
22312,5240443315664
22313,5352382952225
22314,5237815365956
22315,5339756457788
22316,5239391954240
22317,5337215192261
22318,5226160463710
22319,5339424636099
22320,5223005206788
22321,5326269538708
22322,5225433145300
22323,5322350068851
22324,5213069256510
22325,5324003646849
22326,5209391627312
22327,5311712334276
22328,5210424498298
22329,5308652756676
22330,5197554928734
22331,5309767447792
22332,5194714154612
22333,5296116679187
22334,5196589943172
22335,5292517629867
22336,5183216399990
22337,5294490142084
22338,5178994848856
22339,5281686362840
22340,5180351831242
22341,5277556397181
22342,5167837434166
22343,5278147655924
22344,5164478816146
22345,5264837644128
22346,5165280226604
22347,5261568245061
22348,5151412166322
22349,5262992423729
22350,5147539605704
22351,5249180815710
22352,5149188463064
22353,5244520517941
22354,5136192704142
22355,5245413871796
22356,5131791736642
22357,5232477251778
22358,5132075264860
22359,5228666423417
22360,5118561374306
22361,5229039646634
22362,5115007813860
22363,5214743556149
22364,5116142763504
22365,5210421792845
22366,5102130423980
22367,5211616254098
22368,5097224718710
22369,5198190194082
22370,5097824100482
22371,5193355034263
22372,5084694916642
22373,5193178849060
22374,5080619319624
22375,5179262174062
22376,5080693975674
22377,5175272674393
22378,5066231413140
22379,5175945158477
22380,5061649592804
22381,5161511408574
22382,5062575061534
22383,5156161120509
22384,5048974471250
22385,5156322683202
22386,5043884330104
22387,5142761735831
22388,5043433855716
22389,5138267621827
22390,5029345373504
22391,5137894299751
22392,5025116692318
22393,5123013830227
22394,5025503220976
22395,5117992283248
22396,5010937734674
22397,5118457787362
22398,5005354014612
22399,5104454246425
22400,5005236419314
22401,5098925971204
22402,4991522269988
22403,5098043883920
22404,4986789318536
22405,5083546950736
22406,4986163808514
22407,5078875535673
22408,4971134951638
22409,5078815719206
22410,4965906555516
22411,5063834752602
22412,4966113718104
22413,5057831400712
22414,4951965474534
22415,5057256976115
22416,4946219066566
22417,5043160311583
22418,4945079063190
22419,5037994204743
22420,4930467651490
22421,5036915624392
22422,4925571093660
22423,5021490300779
22424,4925277412526
22425,5015829311020
22426,4910179638264
22427,5015594694943
22428,4903970163526
22429,5001040070099
22430,4903153827518
22431,4994887184407
22432,4888931212014
22433,4993310015506
22434,4883570724366
22435,4978296686235
22436,4882252296876
22437,4972972105262
22438,4866746166474
22439,4972225901516
22440,4860890315084
22441,4956753703652
22442,4860412642410
22443,4950112711662
22444,4845761833690
22445,4948872894631
22446,4839416100216
22447,4934263489393
22448,4837624198484
22449,4928479044296
22450,4822513392244
22451,4926717617504
22452,4817025812426
22453,4910822719589
22454,4816058345774
22455,4904558804111
22456,4800498935926
22457,4903635474873
22458,4793685868758
22459,4888620318103
22460,4792227049890
22461,4881861831001
22462,4777549876080
22463,4879628395127
22464,4771582830566
22465,4864146107603
22466,4769634433306
22467,4858231500927
22468,4753684163192
22469,4856835766570
22470,4747250024196
22471,4840899877449
22472,4746116614450
22473,4833701750241
22474,4731032728942
22475,4831806727248
22476,4724134780324
22477,4816751166549
22478,4721701567522
22479,4810374904840
22480,4706185731214
22481,4807992172131
22482,4700118136294
22483,4791688900039
22484,4698523162722
22485,4784841156383
22486,4682548188936
22487,4783293104785
22488,4675202851956
22489,4767853908210
22490,4673132378076
22491,4760543619514
22492,4658032655046
22493,4757685760562
22494,4651535595272
22495,4741808187992
22496,4648975584466
22497,4735349989430
22498,4632642827336
22499,4733316363084
22500,4625669762540
22501,4717011043554
22502,4623936157822
22503,4709272587124
22504,4608482009036
22505,4706774898503
22506,4601043620444
22507,4691323350990
22508,4598044506372
22509,4684422255119
22510,4582157406446
22511,4681452482711
22512,4575569143678
22513,4664776850007
22514,4573370355360
22515,4657427725464
22516,4557060871610
22517,4655271975690
22518,4549227499958
22519,4639471539219
22520,4546564386988
22521,4631651586433
22522,4531130540206
22523,4628228577840
22524,4524127163522
22525,4612016339029
22526,4521005134042
22527,4605031920596
22528,4504345375188
22529,4602439483015
22530,4496891161840
22531,4585801882991
22532,4494599167750
22533,4577583200919
22534,4478808490018
22535,4574508649834
22536,4470917646388
22537,4558742702891
22538,4467364441436
22539,4551364782539
22540,4451176875318
22541,4547827800953
22542,4444104061558
22543,4530871054177
22544,4441366306020
22545,4523047443706
22546,4424777202490
22547,4520334128979
22548,4416484294178
22549,4504225670457
22550,4413302913720
22551,4495958210037
22552,4397573767580
22553,4492019212405
22554,4390114259374
22555,4475511115143
22556,4386465447550
22557,4468082950094
22558,4369558236404
22559,4464944681119
22560,4361679002148
22561,4448048219873
22562,4358839898186
22563,4439390806615
22564,4342807736746
22565,4435804300338
22566,4334489453146
22567,4419780425219
22568,4330438653750
22569,4411953475964
22570,4313997759196
22571,4407927265950
22572,4306510315588
22573,4390728952488
22574,4303276580836
22575,4382484510199
22576,4286448654480
22577,4379254114930
22578,4277771984272
22579,4362918094948
22580,4274094505600
22581,4354257300209
22582,4258139573302
22583,4349815429691
22584,4250270845014
22585,4333109057041
22586,4246152634064
22587,4325264490284
22588,4229062622460
22589,4321635491486
22590,4220780989834
22591,4304529761640
22592,4217477427842
22593,4295507911700
22594,4201235194886
22595,4291454209696
22596,4192550657242
22597,4275210083507
22598,4188040113752
22599,4267014161788
22600,4171429077412
22601,4262524720025
22602,4163569854636
22603,4245157876507
22604,4159862307084
22605,4236537659072
22606,4142890913390
22607,4232846117322
22608,4133864008658
22609,4216347355088
22610,4129739122678
22611,4207320941183
22612,4113612318762
22613,4202459351681
22614,4105401447098
22615,4185588713465
22616,4100863995706
22617,4177390463029
22618,4083623274902
22619,4173309149338
22620,4075026767462
22621,4156075791477
22622,4071279029280
22623,4146735853063
22624,4054900115386
22625,4142243429765
22626,4045887589058
22627,4125874052070
22628,4040981964558
22629,4117338030260
22630,4024262734408
22631,4112434856090
22632,4016065296568
22633,4094957182778
22634,4011956074704
22635,4086030444590
22636,3994881173624
22637,4081928254954
22638,3985562898766
22639,4065299559465
22640,3981033265300
22641,4055996048202
22642,3964806578602
22643,4050739483340
22644,3956307833850
22645,4033775178179
22646,3951374056100
22647,4025263043997
22648,3934081022896
22649,4020797057096
22650,3925190728360
22651,4003499740919
22652,3921054786984
22653,3993872902377
22654,3904593682586
22655,3989013869774
22656,3895326425860
22657,3972560246686
22658,3890069400180
22659,3963745303321
22660,3873279475516
22661,3958471719893
22662,3864824999014
22663,3940956932225
22664,3860342188914
22665,3931781653323
22666,3843226717242
22667,3927290452848
22668,3833664641742
22669,3910626793200
22670,3828794712122
22671,3901070150860
22672,3812532473762
22673,3895478645917
22674,3803766285872
22675,3878476466044
22676,3798517847024
22677,3869719745149
22678,3781210096960
22679,3864910441240
22680,3772091658384
22681,3847589993507
22682,3767601534096
22683,3837761625828
22684,3751134316372
22685,3832564023956
22686,3741663745036
22687,3816089442301
22688,3736083087800
22689,3807043860623
22690,3719309046888
22691,3801464567841
22692,3710628630574
22693,3783974975969
22694,3705826099416
22695,3774573461200
22696,3688727729674
22697,3769777470193
22698,3678984177662
22699,3753116220624
22700,3673821383180
22701,3743368296114
22702,3657560073924
22703,3737478222602
22704,3648614264356
22705,3720516063520
22706,3643069960170
22707,3711566961285
22708,3625815514978
22709,3706442742192
22710,3616512472722
22711,3689184847689
22712,3611733900616
22713,3679188531060
22714,3595315128166
22715,3673706618003
22716,3585671956090
22717,3657264797488
22718,3579846332632
22719,3648049999248
22720,3563128131944
22721,3642217469896
22722,3554272431648
22723,3624790407541
22724,3549193219906
22725,3615247829851
22726,3532184903152
22727,3610164779697
22728,3522316082526
22729,3593574684775
22730,3516880028154
22731,3583682345493
22732,3500707901256
22733,3577558549656
22734,3491608915668
22735,3560691247533
22736,3485827685590
22737,3551581290979
22738,3468673311288
22739,3546218345779
22740,3459252815210
22741,3529060115836
22742,3454234098384
22743,3518948988847
22744,3437900009866
22745,3513229013710
22746,3428159428226
22747,3496892580785
22748,3422114565838
22749,3487561278019
22750,3405515900396
22751,3481493829790
22752,3396533823058
22753,3464221135194
22754,3391232622116
22755,3454565545520
22756,3374372344906
22757,3449252413284
22758,3364405470608
22759,3432778481573
22760,3358776073272
22761,3422810002857
22762,3342721222026
22763,3416500326940
22764,3333528417138
22765,3399761715191
22766,3327550553896
22767,3390564769786
22768,3310570105682
22769,3384993325048
22770,3301075282616
22771,3367998306741
22772,3295839331556
22773,3357818712436
22774,3279675614354
22775,3351915425440
22776,3269869325126
22777,3335742065182
22778,3263652668136
22779,3326322076664
22780,3247223418912
22781,3320098784320
22782,3238176484460
22783,3303007656399
22784,3232702822604
22785,3293298400934
22786,3216017879532
22787,3287795130507
22788,3206032618186
22789,3271506364512
22790,3200234450756
22791,3261505871331
22792,3184359227806
22793,3255038655174
22794,3175108508344
22795,3238513245321
22796,3168993771782
22797,3229258375837
22798,3152240649192
22799,3223522555145
22800,3142702082124
22801,3206742771665
22802,3137318679600
22803,3196556473286
22804,3121355227836
22805,3190518047552
22806,3111536414360
22807,3174533082879
22808,3105192826642
22809,3165104345278
22810,3088992120312
22811,3158747828592
22812,3079929406644
22813,3141899191674
22814,3074305634630
22815,3132173508370
22816,3057879061084
22817,3126541412563
22818,3047894896258
22819,3110490992535
22820,3041978333512
22821,3100485480062
22822,3026328599780
22823,3093928570323
22824,3017083614878
22825,3077647884285
22826,3010871724018
22827,3068387466312
22828,2994375006822
22829,3062529703736
22830,2984866754948
22831,3046022366294
22832,2979360168230
22833,3035880036615
22834,2963648730298
22835,3029728418043
22836,2953859611352
22837,3014010687931
22838,2947444330370
22839,3004591935948
22840,2931524749148
22841,2998157597970
22842,2922463064188
22843,2981595802808
22844,2916760329308
22845,2971913769733
22846,2900620259102
22847,2966189802836
22848,2890692141412
22849,2950406783791
22850,2884690443736
22851,2940469555154
22852,2869326550862
22853,2933847140774
22854,2860130538270
22855,2917859739568
22856,2853845843142
22857,2908637388532
22858,2837675463396
22859,2902711258797
22860,2828221466440
22861,2886525393099
22862,2822639438964
22863,2876445032486
22864,2807223709096
22865,2870253933027
22866,2797513618758
22867,2854830063861
22868,2791069643940
22869,2845471679811
22870,2775455810634
22871,2838989930867
22872,2766469638288
22873,2822775986386
22874,2760703832016
22875,2813180388074
22876,2744900075354
22877,2807386927285
22878,2735066701252
22879,2791939095873
22880,2729034576196
22881,2782095443078
22882,2713995521106
22883,2775453415619
22884,2704870363200
22885,2759801770476
22886,2698580621186
22887,2750664263777
22888,2682762285956
22889,2744715178794
22890,2673403784496
22891,2728874047057
22892,2667781809718
22893,2718925891293
22894,2652716274386
22895,2712708240731
22896,2643131125494
22897,2697628508384
22898,2636671939614
22899,2688367745060
22900,2621433460756
22901,2681892364363
22902,2612540894760
22903,2666063439956
22904,2606758796452
22905,2656577561452
22906,2591325045520
22907,2650780295836
22908,2581637231104
22909,2635689104561
22910,2575613535614
22911,2625979447762
22912,2560922570516
22913,2619356660261
22914,2551928278040
22915,2604091822488
22916,2545650947246
22917,2595080998359
22918,2530231137222
22919,2589119832544
22920,2521006094528
22921,2573692438098
22922,2515388362506
22923,2563895325794
22924,2500711914758
22925,2557696542422
22926,2491268373426
22927,2542991500761
22928,2484860034062
22929,2533880470325
22930,2470010302092
22931,2527447487105
22932,2461255026466
22933,2512024205428
22934,2455489954608
22935,2502705886568
22936,2440476056882
22937,2496924785564
22938,2430966007952
22939,2482233509872
22940,2424967641524
22941,2472692446284
22942,2410686941260
22943,2466129021141
22944,2401843873860
22945,2451291919806
22946,2395614796434
22947,2442423274504
22948,2380625651754
22949,2436513585823
22950,2371579489694
22951,2421512210170
22952,2366003034164
22953,2411909707007
22954,2351726651444
22955,2405761176185
22956,2342486670736
22957,2391476672482
22958,2336144487444
22959,2382545015262
22960,2321725019070
22961,2376173703007
22962,2313133298976
22963,2361215731814
22964,2307428169270
22965,2352081322707
22966,2292869824220
22967,2346349299358
22968,2283554599118
22969,2332091185872
22970,2277634970216
22971,2322762444793
22972,2263778051124
22973,2316295177452
22974,2255123105464
22975,2301893007702
22976,2248974619902
22977,2293229070435
22978,2234453964684
22979,2287383388380
22980,2225619923534
22981,2272845258720
22982,2220098154042
22983,2263461737077
22984,2206281223416
22985,2257408637558
22986,2197251341498
22987,2243576593832
22988,2191011701146
22989,2234839242301
22990,2177050854850
22991,2228579540514
22992,2168665907100
22993,2214100892133
22994,2163048044018
22995,2205187082760
22996,2148954738414
22997,2199534447982
22998,2139889288430
22999,2185743461091
23000,2134062849040
23001,2176660427481
23002,2120658874384
23003,2170300049606
23004,2112219809096
23005,2156387996201
23006,2106191642790
23007,2147933484589
23008,2092169581042
23009,2142189759758
23010,2083554091812
23011,2128141328255
23012,2078139768816
23013,2119016450432
23014,2064790437228
23015,2113082512818
23016,2056007627484
23017,2099714764569
23018,2049892581118
23019,2091223102983
23020,2036424311672
23021,2085088528436
23022,2028274511052
23023,2071115027788
23024,2022755918314
23025,2062449567593
23026,2009173324854
23027,2056912029698
23028,2000367493894
23029,2043615386508
23030,1994665931082
23031,2034781988720
23032,1981739775948
23033,2028583488723
23034,1973546826684
23035,2015167563413
23036,1967665904742
23037,2006955380104
23038,1954148679422
23039,2001333411966
23040,1945803328654
23041,1987808559618
23042,1940501004848
23043,1978968964161
23044,1927647005494
23045,1973164407675
23046,1919133302226
23047,1960302179511
23048,1913178701110
23049,1952067091525
23050,1900223173442
23051,1946085834581
23052,1892315120222
23053,1932638307316
23054,1886945151832
23055,1924249364205
23056,1873878381546
23057,1918856594643
23058,1865354985808
23059,1906057564505
23060,1859800861166
23061,1897522814384
23062,1847381693702
23063,1891486639213
23064,1839460986794
23065,1878594790802
23066,1833730058274
23067,1870645672329
23068,1820760032748
23069,1865178952832
23070,1812689668608
23071,1852193252121
23072,1807529175250
23073,1843646447751
23074,1795183247546
23075,1838016735180
23076,1786969453892
23077,1825662806741
23078,1781198930812
23079,1817704722277
23080,1768758167348
23081,1811901616990
23082,1761131330690
23083,1799006574499
23084,1755913893500
23085,1790916534296
23086,1743385012266
23087,1785668211689
23088,1735166245146
23089,1773409037151
23090,1729784641984
23091,1765175170420
23092,1717888825240
23093,1759329135557
23094,1710244170232
23095,1746970947809
23096,1704707767762
23097,1739315009727
23098,1692280036956
23099,1734024748506
23100,1684507667460
23101,1721578214296
23102,1679508452690
23103,1713359953953
23104,1667694915568
23105,1707912090612
23106,1659795283030
23107,1696085142143
23108,1654211030394
23109,1688423412020
23110,1642322128698
23111,1682819071775
23112,1634980283250
23113,1670492979768
23114,1629935180144
23115,1662703121273
23116,1617955905110
23117,1657641910272
23118,1610064753108
23119,1645914305959
23120,1604877666624
23121,1638005424644
23122,1593498074594
23123,1632365539855
23124,1586166996316
23125,1620561758291
23126,1580826945248
23127,1613212013234
23128,1568958486976
23129,1608102524136
23130,1561494763246
23131,1596228244491
23132,1556680854158
23133,1588339332065
23134,1545412112880
23135,1583088758945
23136,1537827961694
23137,1571800826294
23138,1532465266614
23139,1564456378216
23140,1521121088750
23141,1559070471432
23142,1514083030170
23143,1547302986836
23144,1509226686298
23145,1539851248061
23146,1497809592388
23147,1534976435703
23148,1490261158496
23149,1523795345128
23150,1485267951838
23151,1516218926043
23152,1474435691112
23153,1510810981841
23154,1467412197636
23155,1499570345123
23156,1462286600060
23157,1492525330414
23158,1450984806302
23159,1487627426507
23160,1443851646948
23161,1476319311969
23162,1439234676470
23163,1468774820787
23164,1428502455730
23165,1463737148691
23166,1421266149202
23167,1452997512778
23168,1416123929536
23169,1445986046439
23170,1405331351042
23171,1440816211105
23172,1398607572066
23173,1429634465054
23174,1393960615892
23175,1422512265417
23176,1383113608048
23177,1417843675924
23178,1375898981236
23179,1407213745684
23180,1371132318288
23181,1399987913982
23182,1360838529584
23183,1394819114391
23184,1354137975938
23185,1384133805018
23186,1349235603342
23187,1377423989615
23188,1338509537280
23189,1372736043454
23190,1331716890172
23191,1361996871539
23192,1327295881366
23193,1354808780342
23194,1317120112650
23195,1350000167350
23196,1310224786872
23197,1339814925559
23198,1305318331968
23199,1333125511053
23200,1295081292938
23201,1328204887719
23202,1288682468524
23203,1317596242328
23204,1284255968872
23205,1310816486503
23206,1273966753674
23207,1306359105192
23208,1267115659740
23209,1296290344076
23210,1262567305780
23211,1289422932321
23212,1252815999274
23213,1284490610088
23214,1246445547856
23215,1274377109031
23216,1241782291940
23217,1267996477165
23218,1231630832924
23219,1263531272823
23220,1225171025838
23221,1253362260586
23222,1220974135660
23223,1246537296117
23224,1211342102336
23225,1241970486719
23226,1204794293772
23227,1232324783668
23228,1200129965158
23229,1225983924216
23230,1190454324232
23231,1221301688563
23232,1184389025752
23233,1211270278503
23234,1180173846820
23235,1204836938311
23236,1170459289982
23237,1200606848973
23238,1163961397246
23239,1191094652009
23240,1159643196646
23241,1184578761008
23242,1150430379176
23243,1179906886775
23244,1144399734972
23245,1170350042615
23246,1139983728992
23247,1164302389827
23248,1130391480230
23249,1160068801010
23250,1124283146128
23251,1150471894865
23252,1120303261968
23253,1144015825786
23254,1111215269930
23255,1139678431508
23256,1105019075816
23257,1130590063369
23258,1100605439786
23259,1124586797566
23260,1091487391228
23261,1120152293846
23262,1085744808810
23263,1110690597511
23264,1081766271528
23265,1104613856955
23266,1072605214452
23267,1100615652492
23268,1066465520488
23269,1091643263630
23270,1062383703266
23271,1085494206989
23272,1053710074202
23273,1081076435879
23274,1048018922748
23275,1072074066700
23276,1043840381630
23277,1066362392391
23278,1034820128300
23279,1062365013864
23280,1029052338294
23281,1053337899237
23282,1025293378806
23283,1047237321545
23284,1016743325326
23285,1043152766914
23286,1010904571510
23287,1034597687870
23288,1006746475656
23289,1028937737777
23290,998163876512
23291,1024754060369
23292,992762291238
23293,1015859747356
23294,989010356560
23295,1010135866254
23296,980400294700
23297,1006363235394
23298,974614778058
23299,997940525081
23300,970775000810
23301,992145556556
23302,962635412004
23303,987982702021
23304,957272028082
23305,979528468383
23306,953347023460
23307,974156472190
23308,944876331230
23309,970400305279
23310,939451008378
23311,961917184093
23312,935916646358
23313,956189241404
23314,927898328692
23315,952344997217
23316,922415087468
23317,944318831776
23318,918502042190
23319,938996759361
23320,910463324708
23321,935071063277
23322,905385132478
23323,926735243963
23324,901863017536
23325,921351414705
23326,893794057744
23327,917816909823
23328,888365714532
23329,909923733411
23330,884767755332
23331,904481761739
23332,877138814576
23333,900575388800
23334,872116505268
23335,892659697744
23336,868434308460
23337,887627016090
23338,860502176632
23339,884098544817
23340,855416278892
23341,876166145286
23342,852110937846
23343,870790562552
23344,844614942424
23345,867190830584
23346,839468652264
23347,859682804430
23348,835814701568
23349,854699817384
23350,828296308080
23351,851028296860
23352,823541486518
23353,843228329840
23354,820246861754
23355,838194862282
23356,812710188210
23357,834887221181
23358,807635062918
23359,827510108340
23360,804265865274
23361,822418569866
23362,797149817208
23363,818769738381
23364,792451469334
23365,811381302639
23366,789012416798
23367,806667829315
23368,781607131022
23369,803383996975
23370,776855940614
23371,795975643724
23372,773778126126
23373,790950211638
23374,766780919628
23375,787589377706
23376,761982008432
23377,780591524572
23378,758569885426
23379,775941949437
23380,751560490582
23381,772511396854
23382,747123958364
23383,765244550969
23384,744058618528
23385,760545661572
23386,737038219566
23387,757463805427
23388,732297778762
23389,750590144279
23390,729170180496
23391,745841926778
23392,722541589266
23393,742449666475
23394,718160402942
23395,735562896393
23396,714961063290
23397,731177429455
23398,708071243918
23399,728118795001
23400,703649798926
23401,721223761638
23402,700783397940
23403,716540461971
