y,count
20195,39307766806
20196,37709294022
20197,39581801555
20198,38226902678
20199,40059900132
20200,38476821078
20201,40607552140
20202,38951430604
20203,40859964304
20204,39507537336
20205,41341731474
20206,39755825040
20207,41929764584
20208,40212097834
20209,42216805833
20210,40774304528
20211,42701333297
20212,41056441330
20213,43273436936
20214,41551413570
20215,43558356809
20216,42121119614
20217,44083175343
20218,42377556580
20219,44698740897
20220,42875849342
20221,44982013008
20222,43487435250
20223,45489126151
20224,43780284396
20225,46109056383
20226,44282679472
20227,46428675688
20228,44876629696
20229,46977418471
20230,45168229496
20231,47604948512
20232,45711289524
20233,47899252091
20234,46350149138
20235,48451650451
20236,46639616038
20237,49125958971
20238,47162784716
20239,49456973616
20240,47808468380
20241,50013409572
20242,48135055032
20243,50669494616
20244,48703635316
20245,50999253403
20246,49354329320
20247,51601137667
20248,49654180368
20249,52304538004
20250,50225710882
20251,52634598453
20252,50924721754
20253,53213571856
20254,51264581324
20255,53923986756
20256,51840307466
20257,54293416784
20258,52521526396
20259,54920482958
20260,52857383256
20261,55639022646
20262,53479477430
20263,55979890272
20264,54210630616
20265,56612237319
20266,54545631408
20267,57380091733
20268,55145627186
20269,57763560897
20270,55882721870
20271,58400656342
20272,56261550554
20273,59148888874
20274,56908870352
20275,59530926727
20276,57653642544
20277,60217575949
20278,58001410736
20279,61021403326
20280,58653925870
20281,61399700861
20282,59452482552
20283,62062636851
20284,59844434922
20285,62873341784
20286,60502790848
20287,63298128512
20288,61278115758
20289,64013899247
20290,61667549488
20291,64832690419
20292,62377815876
20293,65227091363
20294,63209920884
20295,65945858734
20296,63598098858
20297,66821292842
20298,64282262900
20299,67263200807
20300,65123324744
20301,67988322900
20302,65556550908
20303,68841882633
20304,66296076878
20305,69280582328
20306,67144871556
20307,70063206291
20308,67545294788
20309,70974829011
20310,68289505172
20311,71412267349
20312,69197560704
20313,72167221267
20314,69649127130
20315,73088271797
20316,70396841180
20317,73576553717
20318,71280481124
20319,74389816866
20320,71729054214
20321,75321348891
20322,72535631718
20323,75772848529
20324,73482459770
20325,76591180553
20326,73928097284
20327,77585614532
20328,74708138294
20329,78090639311
20330,75661037968
20331,78916090957
20332,76159306412
20333,79884658824
20334,76999617434
20335,80389119329
20336,77962950508
20337,81274131454
20338,78424321000
20339,82309676292
20340,79268844226
20341,82811550332
20342,80299835210
20343,83667834653
20344,80814957404
20345,84712751738
20346,81665227298
20347,85270501430
20348,82668404928
20349,86193826420
20350,83181013984
20351,87246848708
20352,84097134256
20353,87764793217
20354,85169208608
20355,88693288021
20356,85681260662
20357,89817914783
20358,86562582916
20359,90396143115
20360,87644024790
20361,91330042215
20362,88213953058
20363,92428249398
20364,89164585942
20365,93001277040
20366,90256289084
20367,94004510513
20368,90784281510
20369,95175536334
20370,91741913812
20371,95747872279
20372,92904722452
20373,96718181292
20374,93493910906
20375,97898988115
20376,94457660704
20377,98534946393
20378,95591349146
20379,99575541355
20380,96177694980
20381,100767443926
20382,97212035252
20383,101359651996
20384,98424692188
20385,102406760511
20386,99006061060
20387,103677515569
20388,100005017062
20389,104334631988
20390,101226605536
20391,105390997173
20392,101874285760
20393,106627261869
20394,102949053930
20395,107281453173
20396,104181015076
20397,108413469155
20398,104783963538
20399,109732798135
20400,105862469926
20401,110384922129
20402,107175529504
20403,111479241017
20404,107846217440
20405,112811277652
20406,108931944318
20407,113530478209
20408,110212324256
20409,114704498365
20410,110878152824
20411,116048228833
20412,112045473994
20413,116719659170
20414,113408181900
20415,117901205854
20416,114071431090
20417,119329831467
20418,115197931780
20419,120076584094
20420,116572427588
20421,121262954146
20422,117308302586
20423,122656448847
20424,118517766570
20425,123398121392
20426,119906044100
20427,124670302147
20428,120587750918
20429,126154925312
20430,121802888080
20431,126893546007
20432,123280411236
20433,128125796217
20434,124038790450
20435,129619711900
20436,125262044588
20437,130434675917
20438,126700612712
20439,131754611778
20440,127457094648
20441,133262296005
20442,128764991660
20443,134024738272
20444,130297418732
20445,135350734060
20446,131049217864
20447,136955728143
20448,132314812516
20449,137794791824
20450,133859461366
20451,139129126050
20452,134690021566
20453,140694048864
20454,136048797580
20455,141530772491
20456,137603822000
20457,142957960619
20458,138377359922
20459,144621814050
20460,139741938588
20461,145457473456
20462,141396279386
20463,146836028619
20464,142254434060
20465,148511719823
20466,143625715542
20467,149431523629
20468,145240124740
20469,150908481162
20470,146089693112
20471,152599187575
20472,147557949808
20473,153457577404
20474,149275186800
20475,154944199353
20476,150122003902
20477,156736439592
20478,151541265180
20479,157683785651
20480,153270234710
20481,159177530187
20482,154206931694
20483,160927027039
20484,155724046134
20485,161870480700
20486,157466147094
20487,163465819870
20488,158339453338
20489,165326445768
20490,159864102686
20491,166263530365
20492,161715632732
20493,167807374118
20494,162679069088
20495,169680861003
20496,164214794258
20497,170711125699
20498,166016177554
20499,172362918143
20500,166974187252
20501,174249982655
20502,168614312932
20503,175217248071
20504,170530623960
20505,176872595070
20506,171484771620
20507,178874657623
20508,173069540762
20509,179937772359
20510,175000985422
20511,181603749890
20512,176048377986
20513,183557424023
20514,177743243266
20515,184614622715
20516,179688074544
20517,186394684479
20518,180666842668
20519,188464990996
20520,182370195028
20521,189517116824
20522,184432703000
20523,191239527259
20524,185514690162
20525,193325194893
20526,187222411954
20527,194480330727
20528,189233147052
20529,196317834196
20530,190307529714
20531,198421985709
20532,192132870472
20533,199500705668
20534,194268090196
20535,201346120248
20536,195336479362
20537,203574140308
20538,197103169870
20539,204761297970
20540,199248623992
20541,206616904915
20542,200421733082
20543,208789667387
20544,202309403332
20545,209972020334
20546,204471382140
20547,211946744091
20548,205568539334
20549,214250113963
20550,207461254602
20551,215427138909
20552,209756421624
20553,217338906355
20554,210960168438
20555,219658461890
20556,212861339464
20557,220945505788
20558,215097158150
20559,222987932677
20560,216295102080
20561,225319247092
20562,218323849866
20563,226526529992
20564,220693699702
20565,228576109303
20566,221887340054
20567,231045895955
20568,223845798846
20569,232369475500
20570,226229962068
20571,234427379539
20572,227537992532
20573,236839651185
20574,229628827458
20575,238152472001
20576,232030658190
20577,240342914460
20578,233252658846
20579,242896987227
20580,235353608788
20581,244204768890
20582,237892236680
20583,246326559441
20584,239235219170
20585,248894133842
20586,241343412796
20587,250326879470
20588,243819177630
20589,252583471575
20590,245153797752
20591,255168577137
20592,247399377026
20593,256510680980
20594,250025270202
20595,258776987809
20596,251348531868
20597,261512056354
20598,253518894988
20599,262980442792
20600,256158927060
20601,265258116647
20602,257609302772
20603,267922087385
20604,259924793552
20605,269381176543
20606,262579578068
20607,271803472621
20608,263939887424
20609,274623530902
20610,266257676110
20611,276077003896
20612,269066428776
20613,278419968122
20614,270556179860
20615,281259021524
20616,272884581024
20617,282839920103
20618,275622945130
20619,285334193823
20620,277101254366
20621,288189858616
20622,279581803936
20623,289675434143
20624,282476628794
20625,292177653569
20626,283945507678
20627,295193838023
20628,286343305034
20629,296820024269
20630,289254355384
20631,299327511203
20632,290861995862
20633,302268070222
20634,293413690176
20635,303883923418
20636,296344648580
20637,306550241160
20638,297844452900
20639,309660663030
20640,300403491902
20641,311265000902
20642,303500502086
20643,313849295324
20644,305143988184
20645,316971438865
20646,307711383900
20647,318719966132
20648,310728360634
20649,321465968893
20650,312363350714
20651,324607982458
20652,315088918360
20653,326250510750
20654,318278776362
20655,329002331773
20656,319903185070
20657,332321865115
20658,322539044848
20659,334109785058
20660,325745311296
20661,336870593060
20662,327515826242
20663,340106779326
20664,330325020186
20665,341883087082
20666,333543438196
20667,344816304662
20668,335201037204
20669,348233191157
20670,338013733456
20671,350003015768
20672,341415373518
20673,352835384978
20674,343228501158
20675,356268897665
20676,346047708860
20677,358193005178
20678,349364254370
20679,361204614374
20680,351159499152
20681,364656485929
20682,354154195886
20683,366462129511
20684,357657466374
20685,369483337228
20686,359441287770
20687,373120186414
20688,362337951562
20689,375086334363
20690,365854826000
20691,378115019925
20692,367802593406
20693,381662035739
20694,370875849578
20695,383616700983
20696,374409987292
20697,386827181606
20698,376232851884
20699,390574223748
20700,379313364644
20701,392510974830
20702,383043541932
20703,395616988648
20704,385031917474
20705,399378514408
20706,388122328578
20707,401485792967
20708,391750966754
20709,404784186053
20710,393722345224
20711,408562244564
20712,397002565292
20713,410542965392
20714,400834975004
20715,413842040277
20716,402793794994
20717,417823931470
20718,405960402518
20719,419979362075
20720,409812140950
20721,423286616286
20722,411938710874
20723,427169351828
20724,415302298462
20725,429305913832
20726,419169050202
20727,432816146011
20728,421162590810
20729,436904182851
20730,424531149422
20731,439026652282
20732,428606236378
20733,442420280213
20734,430782876708
20735,446526044049
20736,434152651158
20737,448830021975
20738,438120705444
20739,452428124780
20740,440277763666
20741,456555483528
20742,443852794826
20743,458713104808
20744,448040918474
20745,462314270117
20746,450178714368
20747,466660586566
20748,453636056032
20749,469008178292
20750,457832050552
20751,472617345742
20752,460157699436
20753,476849282789
20754,463824888412
20755,479182587972
20756,468038804778
20757,482999506616
20758,470216635402
20759,487458774228
20760,473886147010
20761,489771909290
20762,478329731608
20763,493464364336
20764,480695497932
20765,497940366700
20766,484367915570
20767,500447585446
20768,488693411222
20769,504363286481
20770,491039258838
20771,508851052093
20772,494933320318
20773,511203329228
20774,499489739174
20775,515121413861
20776,501820244886
20777,519845508229
20778,505574280372
20779,522402593154
20780,510143797340
20781,526323011904
20782,512673208684
20783,530928527512
20784,516657266404
20785,533456138287
20786,521244096742
20787,537605544226
20788,523609473208
20789,542453669624
20790,527596928704
20791,544963308188
20792,532420684650
20793,548974260414
20794,534993545926
20795,553834199463
20796,538983176826
20797,556557231955
20798,543677870824
20799,560799499504
20800,546228507172
20801,565674184662
20802,550450349194
20803,568227919084
20804,555400078734
20805,572472719946
20806,557920098712
20807,577602182643
20808,561996208026
20809,580368854480
20810,566956879346
20811,584620997413
20812,569694620472
20813,589608225663
20814,574014233320
20815,592350126864
20816,578987414684
20817,596844990570
20818,581552530722
20819,602095369184
20820,585864748068
20821,604814376069
20822,591095877782
20823,609154643354
20824,593883035234
20825,614421006506
20826,598196971838
20827,617358782005
20828,603287174054
20829,621951779900
20830,606042773980
20831,627231618973
20832,610614100090
20833,629985832168
20834,615964778404
20835,634579349615
20836,618693151316
20837,640126601550
20838,623101538058
20839,643117689841
20840,628465867900
20841,647703456436
20842,631425970482
20843,653102028165
20844,636092107394
20845,656061974731
20846,641472093154
20847,660911720010
20848,644233974290
20849,666589386111
20850,648894775510
20851,669520225928
20852,654550230444
20853,674206699738
20854,657550829620
20855,679888325848
20856,662212950702
20857,683056630389
20858,667708925080
20859,688012890220
20860,670681281130
20861,693708864697
20862,675603608252
20863,696679638218
20864,681385582268
20865,701627316782
20866,684325349640
20867,707615344518
20868,689074006972
20869,710826121214
20870,694865652730
20871,715771481747
20872,698049657554
20873,721593927232
20874,703078948866
20875,724773381412
20876,708873552292
20877,729999817583
20878,711846288722
20879,736115967854
20880,716868448096
20881,739266011244
20882,722959560030
20883,744302368857
20884,726188537314
20885,750426580439
20886,731200664838
20887,753831883618
20888,737125739700
20889,759156058602
20890,740309609286
20891,765292431167
20892,745608305786
20893,768476411434
20894,751834166400
20895,773798470144
20896,754985132188
20897,780231627706
20898,760092995164
20899,783679535508
20900,766321954390
20901,788993960685
20902,769738227726
20903,795251174424
20904,775134049650
20905,798660299023
20906,781369916732
20907,804268787863
20908,784557479278
20909,810845477580
20910,789943028238
20911,814210350849
20912,796494445328
20913,819616870802
20914,799949077324
20915,826197858854
20916,805331243076
20917,829836015633
20918,811686027894
20919,835550078776
20920,815098345088
20921,842134275989
20922,820781984562
20923,845541396277
20924,827460942550
20925,851235736280
20926,830832812534
20927,858143849187
20928,836305686288
20929,861828443655
20930,842991337380
20931,867515477276
20932,846633782362
20933,874229786069
20934,852416496116
20935,877867511261
20936,859106625392
20937,883872606741
20938,862503271388
20939,890912893749
20940,868274012942
20941,894505998817
20942,875292022218
20943,900292171523
20944,878981507876
20945,907334682177
20946,884729439628
20947,911220018993
20948,891541635950
20949,917326001552
20950,895180331548
20951,924377319129
20952,901253472368
20953,927995906627
20954,908408619348
20955,934086028503
20956,911996491552
20957,941479195709
20958,917845110434
20959,945397465006
20960,924991577988
20961,951474043254
20962,928873810010
20963,958650359650
20964,935052136146
20965,962522385775
20966,942199783074
20967,968923328805
20968,945818194714
20969,976450747628
20970,951972391516
20971,980272669157
20972,959476490598
20973,986438468035
20974,963388273442
20975,993966151856
20976,969525488344
20977,998088036712
20978,976803507908
20979,1004601234701
20980,980662798704
20981,1012119828704
20982,987140366734
20983,1015964679027
20984,994776496678
20985,1022453227576
20986,998586794488
20987,1030336838412
20988,1004808274418
20989,1034497255933
20990,1012436312528
20991,1040963525770
20992,1016558861852
20993,1048617591997
20994,1023131120492
20995,1052712249951
20996,1030757354478
20997,1059528863568
20998,1034585628406
20999,1067554478294
21000,1041139272188
21001,1071592706729
21002,1049126959744
21003,1078154053215
21004,1053275518370
21005,1086169150714
21006,1059802118874
21007,1090536683066
21008,1067548781740
21009,1097448070897
21010,1071636823250
21011,1105456547465
21012,1078519677412
21013,1109522352159
21014,1086650452572
21015,1116408924221
21016,1090669275272
21017,1124800922969
21018,1097280886694
21019,1129195406090
21020,1105400032672
21021,1136061166105
21022,1109748982190
21023,1144189929360
21024,1116733048406
21025,1148516601045
21026,1124838283882
21027,1155752335977
21028,1128881016150
21029,1164274663932
21030,1135821992762
21031,1168540742729
21032,1144317747816
21033,1175491227608
21034,1148696617878
21035,1184007098265
21036,1155610264114
21037,1188602877816
21038,1163842253846
21039,1195932972404
21040,1168148232820
21041,1204434927806
21042,1175444044678
21043,1208709836015
21044,1184066117566
21045,1216007945063
21046,1188301479630
21047,1224908060254
21048,1195305940502
21049,1229535960910
21050,1203912558038
21051,1236792221998
21052,1208498204230
21053,1245415713214
21054,1215883908048
21055,1249969132873
21056,1224481654298
21057,1257615743159
21058,1228719996666
21059,1266654161793
21060,1236067302246
21061,1271130618818
21062,1245072046914
21063,1278480240677
21064,1249670131194
21065,1287488121091
21066,1256981213166
21067,1292322832979
21068,1265694436470
21069,1300069489844
21070,1270217836498
21071,1309062063142
21072,1277918426982
21073,1313547861169
21074,1287049967382
21075,1321249596196
21076,1291494317976
21077,1330669760389
21078,1298879048854
21079,1335513852799
21080,1307991040448
21081,1343172525556
21082,1312796131344
21083,1352292460195
21084,1320593654690
21085,1357055719303
21086,1329671115634
21087,1365126365371
21088,1334113821916
21089,1374672342544
21090,1341863092440
21091,1379360883940
21092,1351372812004
21093,1387093436128
21094,1356190639688
21095,1396612127269
21096,1363892438716
21097,1401673212147
21098,1373095924698
21099,1409825891208
21100,1377815399726
21101,1419322415934
21102,1385930295818
21103,1424004751486
21104,1395573887484
21105,1432112378605
21106,1400207228814
21107,1442040097680
21108,1407985123274
21109,1447105733627
21110,1417591080842
21111,1455164470088
21112,1422615357838
21113,1464768973005
21114,1430806186096
21115,1469746281176
21116,1440381710752
21117,1478227942733
21118,1445013856666
21119,1488290797731
21120,1453153777374
21121,1493163041153
21122,1463181344360
21123,1501291001524
21124,1468201895412
21125,1511317686135
21126,1476292245500
21127,1516587055692
21128,1485972287498
21129,1525153619145
21130,1490892907068
21131,1535142752315
21132,1499418477156
21133,1540013991422
21134,1509559423940
21135,1548511392239
21136,1514386307638
21137,1558960817529
21138,1522538233024
21139,1564234794507
21140,1532645937110
21141,1572676199017
21142,1537861472142
21143,1582778090935
21144,1546459355986
21145,1587942918218
21146,1556525964424
21147,1596838065504
21148,1561326875028
21149,1607400443744
21150,1569861300472
21151,1612462679187
21152,1580394908620
21153,1620973780058
21154,1585610844352
21155,1631495198514
21156,1594072036948
21157,1636971713309
21158,1604238587338
21159,1645935197838
21160,1609345748360
21161,1656418962499
21162,1618262393912
21163,1661453424713
21164,1628911815534
21165,1670346726636
21166,1633903393672
21167,1681311671787
21168,1642433294840
21169,1686766865300
21170,1653021882474
21171,1695596335202
21172,1658431846278
21173,1706178380166
21174,1667422426872
21175,1711526709232
21176,1677966298276
21177,1720808627997
21178,1682931991782
21179,1731881354797
21180,1691843978016
21181,1737114328166
21182,1702882735854
21183,1745989065606
21184,1708266250676
21185,1757010286865
21186,1717101557946
21187,1762669066510
21188,1727746963670
21189,1772026726659
21190,1733009773668
21191,1782983462245
21192,1742324835714
21193,1788176496309
21194,1753463911222
21195,1797454220086
21196,1758613540276
21197,1808914828931
21198,1767488683522
21199,1814550914067
21200,1778569582046
21201,1823743007490
21202,1784154737370
21203,1834803718081
21204,1793516780954
21205,1840299912081
21206,1804540237880
21207,1849977292290
21208,1809643942314
21209,1861546566101
21210,1818925378934
21211,1866920126554
21212,1830446547088
21213,1876160328605
21214,1835993668702
21215,1887661423210
21216,1845190603168
21217,1893487617410
21218,1856291076462
21219,1903210476811
21220,1861708637246
21221,1914646640517
21222,1871391705984
21223,1919978936334
21224,1883019124628
21225,1929611751734
21226,1888290115848
21227,1941572229648
21228,1897518493174
21229,1947355165203
21230,1909073079320
21231,1956904187879
21232,1914802855548
21233,1968414366376
21234,1924534923982
21235,1974057728443
21236,1936015159056
21237,1984109552934
21238,1941239858298
21239,1996152894793
21240,1950863905352
21241,2001658567963
21242,1962870374502
21243,2011234512778
21244,1968559084686
21245,2023208903607
21246,1978085434276
21247,2029168992448
21248,1989644409232
21249,2039255323286
21250,1995179828956
21251,2051153700260
21252,2005226649994
21253,2056587918127
21254,2017309587774
21255,2066575161343
21256,2022698826530
21257,2079006812157
21258,2032255814722
21259,2084924266030
21260,2044259217074
21261,2094794843068
21262,2050123602860
21263,2106756212463
21264,2060197848872
21265,2112517286820
21266,2072125459172
21267,2122914130167
21268,2077433779460
21269,2135429450874
21270,2087393927616
21271,2141032220616
21272,2099870613200
21273,2150930946626
21274,2105661893420
21275,2163344768429
21276,2115516124472
21277,2169429501194
21278,2127500397408
21279,2179859488088
21280,2133140863514
21281,2192186032248
21282,2143510236316
21283,2197714867957
21284,2156051348934
21285,2208022098296
21286,2161527807276
21287,2220915294691
21288,2171382454426
21289,2226920385119
21290,2183830683468
21291,2237110555292
21292,2189793118974
21293,2249501251006
21294,2200191352222
21295,2255342312062
21296,2212532114562
21297,2266075202194
21298,2217914784312
21299,2279029615092
21300,2228189726544
21301,2284708967011
21302,2241098083894
21303,2294891350997
21304,2246985177950
21305,2307741571988
21306,2257128498020
21307,2313922107811
21308,2269526203042
21309,2324656085154
21310,2275222906898
21311,2337408346177
21312,2285916102876
21313,2342985936491
21314,2298888330176
21315,2353596511180
21316,2304412130618
21317,2366912850440
21318,2314551970700
21319,2372999694641
21320,2327410676000
21321,2383477223567
21322,2333448918026
21323,2396259695287
21324,2344134307808
21325,2402166948538
21326,2356880017676
21327,2413198490858
21328,2362306498304
21329,2426574305637
21330,2372853067462
21331,2432285018727
21332,2386190093016
21333,2442742152175
21334,2392124980026
21335,2456001598317
21336,2402542552418
21337,2462230556155
21338,2415311249178
21339,2473260316428
21340,2421055263802
21341,2486396362692
21342,2432036078108
21343,2492003440439
21344,2445402806840
21345,2502871458404
21346,2450958300558
21347,2516602577230
21348,2461344505162
21349,2522734363112
21350,2474593878584
21351,2533458695467
21352,2480661879202
21353,2546621530296
21354,2491619838848
21355,2552549696513
21356,2504744624578
21357,2563858479794
21358,2510164863160
21359,2577611204660
21360,2520975866092
21361,2583336391874
21362,2534696382184
21363,2594036672300
21364,2540658619636
21365,2607661291396
21366,2551297603256
21367,2613926189362
21368,2564430420488
21369,2625204093094
21370,2570183825922
21371,2638704934286
21372,2581411090256
21373,2644286285557
21374,2595157382612
21375,2655401086385
21376,2600699461566
21377,2669513862560
21378,2611306223076
21379,2675642649130
21380,2624899401218
21381,2686598268180
21382,2630980442908
21383,2700097350932
21384,2642182041720
21385,2706016112205
21386,2655635976140
21387,2717552073747
21388,2661036175180
21389,2731671721706
21390,2672059182176
21391,2737375289299
21392,2686143485928
21393,2748266451901
21394,2692077579610
21395,2762243353844
21396,2702929568708
21397,2768491454141
21398,2716386848096
21399,2779993279845
21400,2722101403114
21401,2793805868237
21402,2733556928572
21403,2799348087600
21404,2747637788994
21405,2810671049605
21406,2753133655848
21407,2825115986827
21408,2763913454896
21409,2831220826092
21410,2777836512368
21411,2842357825666
21412,2783892550866
21413,2856166122526
21414,2795280411734
21415,2862024672680
21416,2809052987344
21417,2873769762565
21418,2814377054766
21419,2888216441425
21420,2825589023008
21421,2893842712100
21422,2839981663156
21423,2904910656294
21424,2845872596658
21425,2919185514286
21426,2856893716740
21427,2925389307514
21428,2870627237138
21429,2937059226380
21430,2876280314044
21431,2951167857403
21432,2887914953880
21433,2956625390256
21434,2902301157326
21435,2968102911158
21436,2907697994122
21437,2982862790728
21438,2918627714612
21439,2988890092414
21440,2932842620916
21441,3000177647620
21442,2938816033888
21443,3014239235893
21444,2950377203310
21445,3020014534444
21446,2964409346826
21447,3031929032106
21448,2969631125344
21449,3046647784814
21450,2980969911498
21451,3052177314876
21452,2995655207800
21453,3063363557220
21454,3001457486824
21455,3077908760594
21456,3012596436870
21457,3084004742568
21458,3026583421846
21459,3095824442474
21460,3032122216258
21461,3110185992952
21462,3043900468650
21463,3115502524046
21464,3058535695890
21465,3127111923325
21466,3063811067068
21467,3142130249538
21468,3074852104622
21469,3148045377171
21470,3089297708750
21471,3159424137091
21472,3095170542386
21473,3173718137494
21474,3106842397564
21475,3179368148706
21476,3121105206952
21477,3191391110232
21478,3126159817016
21479,3206360217464
21480,3137611251206
21481,3211731720453
21482,3152542445844
21483,3223003606778
21484,3158197713486
21485,3237756502788
21486,3169428203934
21487,3243726623062
21488,3183614597122
21489,3255647023449
21490,3189001213694
21491,3270200140497
21492,3200866342592
21493,3275353186256
21494,3215726019856
21495,3287034934137
21496,3220836608526
21497,3302274307872
21498,3231922792914
21499,3308018469898
21500,3246580558944
21501,3319465314106
21502,3252287744228
21503,3333944068067
21504,3264041351952
21505,3339402552874
21506,3278469818566
21507,3351512268837
21508,3283338284574
21509,3366669033471
21510,3294848514666
21511,3371849545240
21512,3309966171912
21513,3383141314906
21514,3315451381710
21515,3398078103529
21516,3326714330962
21517,3403871554312
21518,3341059147450
21519,3415831241759
21520,3346235313040
21521,3430551485921
21522,3358158596362
21523,3435478267676
21524,3373195922086
21525,3447195670312
21526,3378076109220
21527,3462591872832
21528,3389188643860
21529,3468136615110
21530,3403990324836
21531,3479602345426
21532,3409501728076
21533,3494200773533
21534,3421265276008
21535,3499446743914
21536,3435837309316
21537,3511575818688
21538,3440468927320
21539,3526881969050
21540,3451978507270
21541,3531803640785
21542,3467252561410
21543,3543091654887
21544,3472506602652
21545,3558160470964
21546,3483760427438
21547,3563714960451
21548,3498200258320
21549,3575685684842
21550,3503137584476
21551,3590506225961
21552,3515073912690
21553,3595168446527
21554,3530218891556
21555,3606853705226
21556,3534847639490
21557,3622378437449
21558,3545916205100
21559,3627678072787
21560,3560825854898
21561,3639092272519
21562,3566070870556
21563,3653782468638
21564,3577824378786
21565,3658749619543
21566,3592484450314
21567,3670858862098
21568,3596816083206
21569,3686243808693
21570,3608293955094
21571,3690885256478
21572,3623659665958
21573,3702115275461
21574,3628641321332
21575,3717244701689
21576,3639823720546
21577,3722533627691
21578,3654327243708
21579,3734448506711
21580,3658979536438
21581,3749327141513
21582,3670853135320
21583,3753659694895
21584,3686082424240
21585,3765284027392
21586,3690390995210
21587,3780882650663
21588,3701379308768
21589,3785866069073
21590,3716323045416
21591,3797204303622
21592,3721282620422
21593,3811914034200
21594,3732965770938
21595,3816565544018
21596,3747644722580
21597,3828584488590
21598,3751651368684
21599,3844018293959
21600,3763032781654
21601,3848323866447
21602,3778444015928
21603,3859427278160
21604,3783090062796
21605,3874589316907
21606,3794166428908
21607,3879545791871
21608,3808681756906
21609,3891361410330
21610,3812979004122
21611,3906225788957
21612,3824768223240
21613,3910201694226
21614,3840004476298
21615,3921710099051
21616,3843959678668
21617,3937308001933
21618,3854792676964
21619,3941953488462
21620,3869742968978
21621,3953142378759
21622,3874360925516
21623,3967828344753
21624,3885909367386
21625,3972094160209
21626,3900574295030
21627,3983992667373
21628,3904190908144
21629,3999417898283
21630,3915428986732
21631,4003323432292
21632,3930815478490
21633,4014268892033
21634,3935096907058
21635,4029388771126
21636,3946019319992
21637,4033972766557
21638,3960467815720
21639,4045616935275
21640,3964389330068
21641,4060434271320
21642,3976017331108
21643,4064005052092
21644,3991219860594
21645,4075322466693
21646,3994750180442
21647,4090888591464
21648,4005404096116
21649,4095125402737
21650,4020300032600
21651,4106122785797
21652,4024510930020
21653,4120709769910
21654,4035890282322
21655,4124566764525
21656,4050470636914
21657,4136288484891
21658,4053656343492
21659,4151626524731
21660,4064683239894
21661,4155105737551
21662,4080009844454
21663,4165821939493
21664,4083880736098
21665,4180852718084
21666,4094567452136
21667,4184997631901
21668,4108923938414
21669,4196440129073
21670,4112398821942
21671,4211150317323
21672,4123827046046
21673,4214243053236
21674,4138916113114
21675,4225344575186
21676,4142001917840
21677,4240801048580
21678,4152414648722
21679,4244592132505
21680,4167182955134
21681,4255323699667
21682,4170961413388
21683,4269779422506
21684,4182102628938
21685,4273173553612
21686,4196548722474
21687,4284642521040
21688,4199241525964
21689,4299863110726
21690,4210022681294
21691,4302850107813
21692,4225231348702
21693,4313291763256
21694,4228618890020
21695,4328156701614
21696,4239050731766
21697,4331835887538
21698,4253233174520
21699,4343019029350
21700,4256227358786
21701,4357545412131
21702,4267378350184
21703,4360140927842
21704,4282324468814
21705,4370948029230
21706,4284911267368
21707,4386248332129
21708,4295015089248
21709,4389525375268
21710,4309620646530
21711,4399960718885
21712,4312902554138
21713,4414225085833
21714,4323756894562
21715,4417090064047
21716,4337996096842
21717,4428277127617
21718,4340168794038
21719,4443300850095
21720,4350654564590
21721,4445756386528
21722,4365663200750
21723,4455851834585
21724,4368550706212
21725,4470516650738
21726,4378646664508
21727,4473682101351
21728,4392613934004
21729,4484529025941
21730,4395058372558
21731,4498839367527
21732,4405906536920
21733,4500868555958
21734,4420647195848
21735,4511340296054
21736,4422670664366
21737,4526405497855
21738,4432432649080
21739,4529147252145
21740,4446802026576
21741,4539230866568
21742,4449548052034
21743,4553222491018
21744,4460047720880
21745,4555537334178
21746,4474044503432
21747,4566368292940
21748,4475653907524
21749,4581147065670
21750,4485761709054
21751,4583007381675
21752,4500545181804
21753,4592727469622
21754,4502861692634
21755,4607131828019
21756,4512585833498
21757,4609712281252
21758,4526257312188
21759,4620197383907
21760,4528135795626
21761,4634214316359
21762,4538618770358
21763,4635645139704
21764,4553076961692
21765,4645706425524
21766,4554518437198
21767,4660503657256
21768,4563872039330
21769,4662659469619
21770,4577953098286
21771,4672315680748
21772,4580103235912
21773,4686007065084
21774,4590216626416
21775,4687706136423
21776,4603914396564
21777,4698136394707
21778,4604890194434
21779,4712595219798
21780,4614602551290
21781,4713838925975
21782,4629077214172
21783,4723127450707
21784,4630793734312
21785,4737193256033
21786,4640068899570
21787,4739175750544
21788,4653416616814
21789,4749223117304
21790,4654680172984
21791,4762898151318
21792,4664730330966
21793,4763666901055
21794,4678873554740
21795,4773291396309
21796,4679671830846
21797,4787760309298
21798,4688570940850
21799,4789265619784
21800,4702295017936
21801,4798471310207
21802,4703825559538
21803,4811783058368
21804,4713502757984
21805,4812833732817
21806,4726820711232
21807,4822793306799
21808,4727154756054
21809,4836898404913
21810,4736390978084
21811,4837485115870
21812,4750516287564
21813,4846268108189
21814,4751568472010
21815,4859965150552
21816,4760375062464
21817,4861282969975
21818,4773339252642
21819,4870854040452
21820,4773926859464
21821,4884112992306
21822,4783516208474
21823,4884205159641
21824,4797271525300
21825,4893339418912
21826,4797393851560
21827,4907399769956
21828,4805775236290
21829,4908241757536
21830,4819107623700
21831,4916924399470
21832,4819981491018
21833,4929814486414
21834,4829142920010
21835,4930158722418
21836,4842058887224
