v,count
2282,111192460
2283,100830774
2284,115108960
2285,98197566
2286,115045236
2287,101732722
2288,112324231
2289,101908870
2290,116171180
2291,98256440
2292,116937226
2293,102608018
2294,112827379
2295,102924952
2296,117066537
2297,99904368
2298,117223252
2299,103233630
2300,114555908
2301,103550552
2302,118160549
2303,100301634
2304,118677066
2305,104587192
2306,114650619
2307,104689676
2308,119289015
2309,101402686
2310,119605093
2311,104876036
2312,116429991
2313,105574578
2314,119859521
2315,102321358
2316,120566074
2317,106466270
2318,116808709
2319,106145710
2320,121600303
2321,102971250
2322,121614744
2323,106895082
2324,118191867
2325,107665314
2326,121638587
2327,104069228
2328,122793810
2329,107949368
2330,119117623
2331,107876136
2332,123610378
2333,104888616
2334,123308527
2335,108971846
2336,119995046
2337,109455248
2338,123989148
2339,105520328
2340,125056475
2341,109593950
2342,121034861
2343,109922616
2344,125329730
2345,107024864
2346,125184677
2347,110674584
2348,122181241
2349,110976304
2350,126290535
2351,107139600
2352,127168539
2353,111632188
2354,122612765
2355,111996566
2356,127173493
2357,108768250
2358,127458395
2359,112273094
2360,124490244
2361,112515722
2362,128279330
2363,109112330
2364,128881230
2365,113766138
2366,124519476
2367,113785826
2368,129350356
2369,110185666
2370,129793915
2371,113926988
2372,126444312
2373,114689636
2374,129946206
2375,111092342
2376,130749246
2377,115513734
2378,126726245
2379,115328674
2380,131769994
2381,111796420
2382,131700324
2383,115942758
2384,128100532
2385,116768656
2386,131857944
2387,112925528
2388,133004706
2389,116933832
2390,129005343
2391,116931940
2392,133778604
2393,113805136
2394,133500952
2395,118045758
2396,129808050
2397,118597826
2398,134062161
2399,114373122
2400,135368220
2401,118651374
2402,130946780
2403,118924396
2404,135452841
2405,115870254
2406,135322433
2407,119844242
2408,132138691
2409,120045528
2410,136362110
2411,115929774
2412,137362693
2413,120687818
2414,132573039
2415,121146702
2416,137305671
2417,117499764
2418,137608993
2419,121293742
2420,134421073
2421,121728530
2422,138400887
2423,117960046
2424,138950981
2425,122785060
2426,134365644
2427,122897870
2428,139568274
2429,119049904
2430,139943508
2431,122855418
2432,136348659
2433,123737584
2434,140067799
2435,120018424
2436,140910166
2437,124570196
2438,136474310
2439,124360446
2440,141892079
2441,120603734
2442,141967450
2443,124998532
2444,137953969
2445,125781084
2446,141852317
2447,121724524
2448,143177279
2449,126035868
2450,138882417
2451,125984816
2452,143766253
2453,122608510
2454,143568963
2455,127097126
2456,139777025
2457,127629896
2458,144109852
2459,123044570
2460,145499595
2461,127628842
2462,140784814
2463,128061532
2464,145524237
2465,124641608
2466,145315101
2467,128832834
2468,141940059
2469,129098802
2470,146464084
2471,124699124
2472,147459937
2473,129558882
2474,142357821
2475,130165176
2476,147315725
2477,126395900
2478,147654619
2479,130243844
2480,144144776
2481,130666568
2482,148392797
2483,126696220
2484,149103999
2485,131788776
2486,144090430
2487,131818360
2488,149553125
2489,127729592
2490,149985383
2491,131849654
2492,146144976
2493,132723084
2494,149881962
2495,128738738
2496,150909798
2497,133480272
2498,146319313
2499,133325610
2500,151856783
2501,129199862
2502,151887786
2503,133873586
2504,147676115
2505,134820302
2506,151795182
2507,130419478
2508,153047652
2509,134896082
2510,148526509
2511,134904662
2512,153792701
2513,131263126
2514,153511686
2515,135847312
2516,149411347
2517,136526282
2518,153965730
2519,131796550
2520,155482058
2521,136423372
2522,150338206
2523,136901392
2524,155324080
2525,133321596
2526,155257526
2527,137685884
2528,151567155
2529,137826370
2530,156265451
2531,133268262
2532,157361324
2533,138489348
2534,151914940
2535,138986872
2536,157001964
2537,134928400
2538,157469086
2539,139016806
2540,153872653
2541,139488072
2542,158125490
2543,135131394
2544,158905967
2545,140486896
2546,153633194
2547,140714514
2548,159291027
2549,136244866
2550,159642403
2551,140550136
2552,155665060
2553,141478066
2554,159671720
2555,137278458
2556,160604120
2557,142096912
2558,155736299
2559,142036070
2560,161566616
2561,137739576
2562,161634986
2563,142517200
2564,157029152
2565,143525084
2566,161355491
2567,138870842
2568,162854918
2569,143494808
2570,157964403
2571,143437968
2572,163384250
2573,139691394
2574,163110920
2575,144582454
2576,158801809
2577,145161964
2578,163411398
2579,140146464
2580,165069454
2581,145009754
2582,159746026
2583,145535398
2584,164862432
2585,141567114
2586,164804991
2587,146184388
2588,160895976
2589,146485100
2590,165750064
2591,141583712
2592,166824679
2593,146911626
2594,161161244
2595,147546786
2596,166554736
2597,143287360
2598,166911969
2599,147377414
2600,163076473
2601,147910948
2602,167553790
2603,143512162
2604,168362010
2605,148962544
2606,162647172
2607,149161088
2608,168641936
2609,144450672
2610,169195966
2611,148935014
2612,164810997
2613,149817926
2614,168902870
2615,145444938
2616,169999774
2617,150547776
2618,164884727
2619,150393802
2620,170746731
2621,145861812
2622,170886817
2623,150845948
2624,166226476
2625,151880490
2626,170551788
2627,146872688
2628,172097354
2629,151760098
2630,166987658
2631,151875440
2632,172607190
2633,147702158
2634,172193511
2635,152804792
2636,167744510
2637,153467602
2638,172626964
2639,148192790
2640,174260696
2641,153048608
2642,168674008
2643,153731494
2644,173946411
2645,149689136
2646,173889026
2647,154326838
2648,169676570
2649,154622412
2650,174791652
2651,149526322
2652,176022785
2653,155052000
2654,169927792
2655,155581762
2656,175502755
2657,151148808
2658,175953506
2659,155532584
2660,171882562
2661,156001512
2662,176343031
2663,151359148
2664,177317946
2665,156970122
2666,171472047
2667,157217786
2668,177513602
2669,152171260
2670,178055940
2671,156852038
2672,173535660
2673,157878770
2674,177760552
2675,153214038
2676,178758771
2677,158445208
2678,173407716
2679,158342266
2680,179653721
2681,153562132
2682,179711566
2683,158611574
2684,174733865
2685,159793232
2686,179207775
2687,154705590
2688,180863671
2689,159521862
2690,175405574
2691,159649678
2692,181223039
2693,155370680
2694,180967575
2695,160612684
2696,176205939
2697,161104518
2698,181207173
2699,155681862
2700,182925733
2701,160886016
2702,177055887
2703,161473584
2704,182366460
2705,157158982
2706,182419496
2707,162020848
2708,178136726
2709,162352386
2710,183198012
2711,156858904
2712,184503622
2713,162593946
2714,178221357
2715,163357530
2716,183925315
2717,158572862
2718,184231959
2719,163031724
2720,180118462
2721,163544074
2722,184834641
2723,158717872
2724,185664017
2725,164354862
2726,179548486
2727,164738782
2728,185830753
2729,159563424
2730,186410183
2731,164255678
2732,181486058
2733,165324294
2734,185891622
2735,160510702
2736,187106564
2737,165824144
2738,181429238
2739,165624324
2740,187790378
2741,160738056
2742,187874935
2743,166027910
2744,182710398
2745,167088992
2746,187179997
2747,161791524
2748,188969403
2749,166802320
2750,183394573
2751,166933642
2752,189247127
2753,162301670
2754,188970741
2755,167772786
2756,184020042
2757,168475066
2758,189109815
2759,162697180
2760,190819044
2761,167950740
2762,184793069
2763,168638458
2764,190337961
2765,164158868
2766,190249478
2767,168991342
2768,185803795
2769,169339724
2770,191039010
2771,163864934
2772,192368158
2773,169619022
2774,185670279
2775,170366952
2776,191599179
2777,165365214
2778,192140437
2779,169982874
2780,187652310
2781,170406054
2782,192404746
2783,165454174
2784,193378561
2785,171335064
2786,187057298
2787,171598402
2788,193262754
2789,166238966
2790,193929302
2791,171080580
2792,189049396
2793,172156804
2794,193387837
2795,167030180
2796,194569803
2797,172553368
2798,188719155
2799,172502674
2800,195274513
2801,167229436
2802,195230983
2803,172641130
2804,189920017
2805,173840300
2806,194613245
2807,168331578
2808,196328206
2809,173209112
2810,190541292
2811,173519386
2812,196546300
2813,168887614
2814,196217015
2815,174319080
2816,190973756
2817,174972980
2818,196284758
2819,169085080
2820,198152451
2821,174418914
2822,191748954
2823,174991972
2824,197412652
2825,170405312
2826,197430126
2827,175482446
2828,192764302
2829,175740786
2830,197925148
2831,170027402
2832,199399584
2833,175914154
2834,192660656
2835,176707894
2836,198514248
2837,171441388
2838,199020553
2839,176209666
2840,194466435
2841,176743484
2842,199277589
2843,171509992
2844,200122197
2845,177505308
2846,193653279
2847,177825822
2848,200180801
2849,172212058
2850,200759780
2851,177030716
2852,195639761
2853,178215300
2854,200032002
2855,173096236
2856,201320248
2857,178519256
2858,195164487
2859,178480866
2860,201833322
2861,173123784
2862,201933172
2863,178641404
2864,196330986
2865,179650928
2866,201083255
2867,174071338
2868,202860506
2869,179230314
2870,196902732
2871,179381862
2872,202871918
2873,174503786
2874,202653720
2875,180096558
2876,197369753
2877,180815154
2878,202575954
2879,174564698
2880,204510199
2881,180021130
2882,197996215
2883,180852558
2884,203673350
2885,175991628
2886,203484273
2887,181063470
2888,198829507
2889,181353040
2890,204254244
2891,175534954
2892,205549643
2893,181358596
2894,198557550
2895,182248814
2896,204628171
2897,176929176
2898,205149161
2899,181617522
2900,200254576
2901,182181576
2902,205198851
2903,176877576
2904,206265666
2905,182870314
2906,199475861
2907,183075464
2908,206008171
2909,177424698
2910,206661665
2911,182460834
2912,201394039
2913,183461486
2914,205726866
2915,178219708
2916,207086404
2917,183795656
2918,200891089
2919,183715004
2920,207517513
2921,178029986
2922,207635493
2923,183713582
2924,201916019
2925,184949316
2926,206651228
2927,179062828
2928,208381062
2929,184188092
2930,202356512
2931,184420828
2932,208506731
2933,179444360
2934,208101654
2935,184967310
2936,202717230
2937,185716820
2938,208040778
2939,179500528
2940,209950705
2941,184889110
2942,203096400
2943,185711292
2944,208939657
2945,180715292
2946,208960916
2947,185889558
2948,203995057
2949,186050178
2950,209392651
2951,180147854
2952,210792230
2953,186135808
2954,203704513
2955,186948412
2956,209607112
2957,181474336
2958,210204854
2959,186243950
2960,205423494
2961,186773138
2962,210256660
2963,181195048
2964,211221589
2965,187379952
2966,204335962
2967,187752592
2968,210984547
2969,181773556
2970,211494180
2971,186841422
2972,206131937
2973,187981160
2974,210612290
2975,182581370
2976,211897298
2977,187961476
2978,205559480
2979,188006840
2980,212286240
2981,182418064
2982,212374397
2983,187946904
2984,206389538
2985,189084530
2986,211258730
2987,183226646
2988,213150814
2989,188391414
2990,206798458
2991,188471174
2992,212996336
2993,183432820
2994,212684256
2995,189194110
2996,207087374
2997,189784082
2998,212266045
2999,183432492
3000,214361890
3001,188865028
3002,207583191
3003,189687730
3004,213224863
3005,184485614
3006,213200734
3007,189732972
3008,208235843
3009,190018378
3010,213685178
3011,183862212
3012,214900372
3013,189926056
3014,207711611
3015,190805990
3016,213853785
3017,185144492
3018,214306002
3019,189807034
3020,209372094
3021,190467198
3022,214223535
3023,184964654
3024,215239857
3025,190945084
3026,208149005
3027,191324212
3028,214843922
3029,185298626
3030,215479441
3031,190382814
3032,209926932
3033,191331990
3034,214414486
3035,185937986
3036,215713644
3037,191534876
3038,209247985
3039,191422856
3040,215863158
3041,185626496
3042,216043355
3043,191293068
3044,210091479
3045,192503852
3046,214788731
3047,186350294
3048,216687032
3049,191530062
3050,210356986
3051,191806552
3052,216487823
3053,186587428
3054,215981525
3055,192286008
3056,210437695
3057,192909408
3058,215826854
3059,186493142
3060,217718231
3061,191799708
3062,210739215
3063,192681786
3064,216540060
3065,187538120
3066,216527468
3067,192672724
3068,211260596
3069,192919366
3070,216759095
3071,186771584
3072,218224964
3073,192754278
3074,210764007
3075,193507694
3076,216818826
3077,187898894
3078,217363549
3079,192722872
3080,212375679
3081,193147972
3082,217067126
3083,187577076
3084,218115021
3085,193666252
3086,211103556
3087,193996794
3088,217665986
3089,187681954
3090,218332978
3091,192886564
3092,212712501
3093,194036234
3094,217119415
3095,188391602
3096,218296221
3097,193914518
3098,211888110
3099,193902750
3100,218613805
3101,188078576
3102,218564854
3103,193562300
3104,212582028
3105,194796780
3106,217355273
3107,188748152
3108,219195142
3109,193793598
3110,212610286
3111,194042770
3112,218878653
3113,188749042
3114,218556999
3115,194457008
3116,212734296
3117,194958848
3118,218039986
3119,188544986
3120,220037314
3121,193939428
3122,213028807
3123,194731286
3124,218582315
3125,189549454
3126,218586970
3127,194693264
3128,213485158
3129,194860040
3130,218864260
3131,188531920
3132,220211926
3133,194610338
3134,212745961
3135,195541316
3136,218833429
3137,189637912
3138,219247641
3139,194386272
3140,214213848
3141,194947450
3142,219028160
3143,189325602
3144,219957106
3145,195185666
3146,212864298
3147,195598114
3148,219426388
3149,189478802
3150,220022791
3151,194464142
3152,214252072
3153,195510904
3154,218710438
3155,189957464
3156,220049513
3157,195467708
3158,213397953
3159,195231084
3160,220094080
3161,189362442
3162,220169098
3163,195075990
3164,214060943
3165,196140960
3166,218597157
3167,190018442
3168,220570576
3169,195073966
3170,214165637
3171,195329998
3172,220104471
3173,189856934
3174,219725697
3175,195625952
3176,214018554
3177,196235706
3178,219291092
3179,189635744
3180,221066614
3181,195010118
3182,214079726
3183,195830460
3184,219792220
3185,190546458
3186,219666823
3187,195511828
3188,214465532
3189,195819404
3190,219845139
3191,189615632
3192,221190005
3193,195415198
3194,213559000
3195,196329710
3196,219639757
3197,190543808
3198,220162280
3199,195214002
3200,215010256
3201,195542946
3202,219783080
3203,190016856
3204,220688576
3205,196012396
3206,213511923
3207,196264378
3208,219953934
3209,190015238
3210,220659893
3211,195060080
3212,214953027
3213,196138946
3214,219181536
3215,190396514
3216,220497152
3217,195821274
3218,213960431
3219,195795582
3220,220540578
3221,189834496
3222,220393455
3223,195422370
3224,214382891
3225,196497986
3226,219087392
3227,190367788
3228,220805052
3229,195258270
3230,214318445
3231,195550738
3232,220338455
3233,190222384
3234,219977258
3235,195791662
3236,214022809
3237,196369542
3238,219248897
3239,189821344
3240,221283217
3241,195080762
3242,214159477
3243,195756358
3244,219698665
3245,190561972
3246,219619834
3247,195660690
3248,214460645
3249,195679774
3250,219604961
3251,189488126
3252,220955248
3253,195377894
3254,213511022
3255,196254416
3256,219354812
3257,190229016
3258,219864224
3259,194954034
3260,214743725
3261,195484618
3262,219400531
3263,189757156
3264,220161244
3265,195613456
3266,213150843
3267,195952340
3268,219627632
3269,189714660
3270,220104930
3271,194496998
3272,214411776
3273,195606556
3274,218698948
3275,190086210
3276,219906181
3277,195323060
3278,213182494
3279,195239416
3280,219812788
3281,189322678
3282,219825000
3283,194819458
3284,213605251
3285,195781602
3286,218185978
3287,189731700
3288,220045095
3289,194622538
3290,213584647
3291,194764820
3292,219301540
3293,189465562
3294,218944884
3295,195030690
3296,213250421
3297,195488600
3298,218299638
3299,188868626
3300,220177257
3301,194163772
3302,213103745
3303,194977202
3304,218581030
3305,189592570
3306,218394037
3307,194591556
3308,213239233
3309,194730056
3310,218459986
3311,188548854
3312,219676501
3313,194115744
3314,212261689
3315,195037974
3316,218030408
3317,189284716
3318,218490211
3319,193748672
3320,213292518
3321,194146442
3322,217952969
3323,188579736
3324,218808553
3325,194398572
3326,211615969
3327,194505154
3328,218012072
3329,188311518
3330,218602363
3331,193251688
3332,212879025
3333,194219686
3334,216851237
3335,188660112
3336,218150697
3337,193812402
3338,211719680
3339,193746242
3340,217998209
3341,187721784
3342,217926794
3343,193204062
3344,211900689
3345,194268006
3346,216412583
3347,188101116
3348,217956893
3349,192900636
3350,211628607
3351,193130640
3352,217468104
3353,187795604
3354,216946158
3355,193102708
3356,211210673
3357,193671766
3358,216220799
3359,187248864
3360,218061950
3361,192229066
3362,210928037
3363,193010324
3364,216330808
3365,187832484
3366,216260695
3367,192673922
3368,211028112
3369,192566892
3370,216154599
3371,186528708
3372,217373188
3373,192220450
3374,209953955
3375,192931498
3376,215528604
3377,187138540
3378,216080519
3379,191616160
3380,211030274
3381,191986440
3382,215360995
3383,186346432
3384,216222224
3385,192056566
3386,209230541
3387,192357082
3388,215393129
3389,186121640
3390,215789051
3391,190900680
3392,210208322
3393,191825366
3394,214315336
3395,186360774
3396,215364135
3397,191306564
3398,208945531
3399,191219264
3400,215243806
3401,185394034
3402,215168067
3403,190633154
3404,208962924
3405,191685880
3406,213391675
3407,185651458
3408,215156263
3409,190287872
3410,208780358
3411,190356776
3412,214348507
3413,185202950
3414,213848371
3415,190555198
3416,208249897
3417,190867822
3418,213030800
3419,184499598
3420,214826789
3421,189507290
3422,207950330
3423,190239192
3424,213118962
3425,184848530
3426,212994473
3427,189682360
3428,207889407
3429,189808998
3430,212851872
3431,183684826
3432,213869689
3433,189135636
3434,206669103
3435,189962914
3436,212213062
3437,184267970
3438,212525401
3439,188439636
3440,207563506
3441,188836798
3442,211949327
3443,183460582
3444,212667302
3445,188899234
3446,205583872
3447,189092188
3448,211742459
3449,183004610
3450,212333844
3451,187654088
3452,206601379
3453,188440932
3454,210515924
3455,183133932
3456,211669090
3457,188059168
3458,205343507
3459,187790172
3460,211275607
3461,182106204
3462,211207485
3463,187312358
3464,205331200
3465,188211274
3466,209512111
3467,182140438
3468,211144294
3469,186753162
3470,204913427
3471,186952896
3472,210365384
3473,181661440
3474,209763679
3475,186908216
3476,204240825
3477,187304746
3478,209024320
3479,181002460
3480,210649806
3481,185666606
3482,203909415
3483,186446806
3484,208928107
3485,181410652
3486,208757603
3487,185927464
3488,203637860
3489,185909438
3490,208550571
3491,179991284
3492,209623141
3493,185371886
3494,202375322
3495,185974234
3496,207799823
3497,180370000
3498,208210013
3499,184629996
3500,203259980
3501,184886264
3502,207299628
3503,179532814
3504,208098010
3505,184864294
3506,201383550
3507,185056066
3508,207158334
3509,178973196
3510,207611494
3511,183508490
3512,202146673
3513,184388894
3514,205957172
3515,179072090
3516,206809268
3517,183847414
3518,200648841
3519,183666580
3520,206677296
3521,178004732
3522,206442276
3523,182907520
3524,200538354
3525,183878470
3526,204703697
3527,178106386
3528,206294473
3529,182344422
3530,200084153
3531,182493942
3532,205385579
3533,177486350
3534,204894410
3535,182506138
3536,199359474
3537,182660442
3538,204017397
3539,176588106
3540,205637109
3541,181356182
3542,198942363
3543,181919758
3544,203687833
3545,176894772
3546,203603824
3547,181376786
3548,198730881
3549,181352210
3550,203285576
3551,175403762
3552,204335641
3553,180630544
3554,197402704
3555,181368418
3556,202550842
3557,175757350
3558,202734348
3559,179860836
3560,198034164
3561,180110720
3562,202129350
3563,174902730
3564,202635851
3565,179993410
3566,196023942
3567,180183444
3568,201731003
3569,174322608
3570,202192755
3571,178615580
3572,196631977
3573,179468916
3574,200342017
3575,174323954
3576,201377719
3577,178872738
3578,195269422
3579,178499514
3580,200993029
3581,173102148
3582,200791326
3583,178003478
3584,195087445
3585,178742314
3586,198974987
3587,173087038
3588,200474184
3589,177323944
3590,194544474
3591,177405260
3592,199582531
3593,172323600
3594,199071475
3595,177259194
3596,193705493
3597,177603160
3598,198176766
3599,171517872
3600,199614728
3601,175984666
3602,193162117
3603,176647272
3604,197893020
3605,171806236
3606,197591935
3607,175936814
3608,192846270
3609,175872928
3610,197399621
3611,170319720
3612,198267768
3613,175246012
3614,191315342
3615,175881042
3616,196415390
3617,170490560
3618,196809881
3619,174429492
3620,191978543
3621,174538458
3622,195855706
3623,169495222
3624,196475316
3625,174543258
3626,190065666
3627,174545840
3628,195370442
3629,168878652
3630,195812585
3631,173106474
3632,190634350
3633,173808622
3634,194055174
3635,168658026
3636,194948730
3637,173179780
3638,189093154
3639,172963550
3640,194631341
3641,167476060
3642,194289872
3643,172206272
3644,188743943
3645,173042382
3646,192591135
3647,167499700
3648,193925073
3649,171371060
3650,188224739
3651,171514640
3652,193074894
3653,166800920
3654,192460155
3655,171399686
3656,187172529
3657,171595148
3658,191591964
3659,165782988
3660,193048987
3661,170137030
3662,186633384
3663,170583268
3664,191183573
3665,165879832
3666,190985199
3667,170018768
3668,186290689
3669,169862180
3670,190504459
3671,164415002
3672,191416017
3673,169215412
3674,184869342
3675,169818186
3676,189573459
3677,164484610
3678,189828105
3679,168270470
3680,185320437
3681,168464140
3682,189070086
3683,163488754
3684,189432697
3685,168333360
3686,183227677
3687,168359950
3688,188574186
3689,162803178
3690,188859784
3691,166742442
3692,183711696
3693,167502378
3694,187075085
3695,162713958
3696,187939599
3697,166833690
3698,182132184
3699,166555834
3700,187430351
3701,161415962
3702,187243145
3703,165932148
3704,181761779
3705,166480874
3706,185470789
3707,161196866
3708,186783544
3709,165133146
3710,181216346
3711,165029692
3712,185750227
3713,160405946
3714,185239530
3715,164955034
3716,180242612
3717,165149170
3718,184270120
3719,159353092
3720,185664166
3721,163542996
3722,179590655
3723,164134784
3724,183855963
3725,159502250
3726,183444563
3727,163431454
3728,179056145
3729,163278900
3730,183306954
3731,157987546
3732,183911772
3733,162495986
3734,177535808
3735,163102336
3736,182212467
3737,158039378
3738,182448439
3739,161537444
3740,177888486
3741,161746432
3742,181475474
3743,157020902
3744,181969035
3745,161572258
3746,175915296
3747,161467814
3748,180946399
3749,156215290
3750,181244048
3751,160115486
3752,176309463
3753,160629294
3754,179426366
3755,155976816
3756,180193702
3757,160067966
3758,174746874
3759,159721650
3760,179766610
3761,154589302
3762,179529447
3763,158965556
3764,174277910
3765,159693248
3766,177753134
3767,154444920
3768,178903432
3769,158117816
3770,173620589
3771,158111334
3772,178066024
3773,153704890
3774,177370760
3775,157889914
3776,172554974
3777,157995544
3778,176539498
3779,152641910
3780,177786602
3781,156565788
3782,171758577
3783,157033390
3784,175924308
3785,152625636
3786,175724675
3787,156383486
3788,171276398
3789,156075902
3790,175274246
3791,151030004
3792,175989775
3793,155477232
3794,169881562
3795,155888418
3796,174105530
3797,151037676
3798,174338420
3799,154447892
3800,170172869
3801,154557360
3802,173475953
3803,149883640
3804,173819375
3805,154365018
3806,168075026
3807,154366820
3808,172911907
3809,149111468
3810,173038344
3811,152804544
3812,168308728
3813,153439606
3814,171401803
3815,148935870
3816,172014630
3817,152615216
3818,166818950
3819,152329942
3820,171644034
3821,147611424
3822,171287618
3823,151634610
3824,166164166
3825,152233154
3826,169586988
3827,147320440
3828,170733751
3829,150836206
3830,165486696
3831,150647530
3832,169746335
3833,146407410
3834,169179706
3835,150572676
3836,164472980
3837,150577072
3838,168134205
3839,145378490
3840,169393143
3841,149129254
3842,163815040
3843,149532512
3844,167563732
3845,145270332
3846,167280440
3847,148848586
3848,163176036
3849,148638048
3850,166989271
3851,143709764
3852,167425742
3853,147973674
3854,161554483
3855,148401394
3856,165805476
3857,143689590
3858,165911849
3859,146820290
3860,161849375
3861,146957752
3862,165034501
3863,142640642
3864,165364368
3865,146712288
3866,159775897
3867,146641732
3868,164354152
3869,141768052
3870,164601855
3871,145273686
3872,159975153
3873,145655400
3874,162890636
3875,141396366
3876,163467949
3877,145120418
3878,158473682
3879,144661756
3880,162956138
3881,140068112
3882,162670848
3883,144023082
3884,157889122
3885,144583594
3886,160963830
3887,139690026
3888,162030529
3889,143039238
3890,157189505
3891,143010504
3892,161147010
3893,138897622
3894,160381274
3895,142785592
3896,155992204
3897,142817296
3898,159648342
3899,137833956
3900,160628178
3901,141312038
3902,155226011
3903,141724224
3904,158954993
3905,137761324
3906,158646524
3907,141019952
3908,154526474
3909,140792588
3910,158174597
3911,136193836
3912,158761350
3913,140145508
3914,153075293
3915,140416544
3916,157022392
3917,136040022
3918,157154644
3919,139102976
3920,153283165
3921,139009704
3922,156228258
3923,134920118
3924,156484014
3925,138934984
3926,151274232
3927,138780022
3928,155551135
3929,133954460
3930,155763342
3931,137318330
3932,151356735
3933,137870438
3934,154068195
3935,133690442
3936,154525095
3937,137134880
3938,149840693
3939,136750732
3940,154174406
3941,132426120
3942,153700638
3943,136011786
3944,149187166
3945,136503860
3946,152219314
3947,132022894
3948,153134182
3949,135122968
3950,148378757
3951,134998154
3952,152185102
3953,131106382
3954,151612104
3955,134826058
3956,147268617
3957,134740868
3958,150658181
3959,130018914
3960,151686448
3961,133429498
3962,146588904
3963,133679002
3964,149885588
3965,129911936
3966,149570843
3967,133071138
3968,145902406
3969,132768926
3970,149265747
3971,128251290
3972,149679407
3973,132088900
3974,144354717
3975,132447096
3976,148101464
3977,128119002
3978,148099505
3979,130994152
3980,144423188
3981,131050232
3982,147310011
3983,127133528
3984,147411171
3985,130745438
3986,142457556
3987,130606132
3988,146574372
3989,126247328
3990,146693376
3991,129267870
3992,142430540
3993,129675340
3994,145065340
3995,125837374
3996,145563421
3997,129077228
3998,140959306
3999,128536992
4000,145094330
4001,124444758
4002,144754049
4003,128006664
4004,140345915
4005,128367350
4006,143048484
4007,124090158
4008,143973133
4009,127036688
4010,139648802
4011,126878720
4012,143051461
4013,123164196
4014,142434686
4015,126665606
4016,138464490
4017,126625824
4018,141677160
4019,122047314
4020,142436025
4021,125298934
4022,137620880
4023,125560706
4024,140925138
4025,121945640
4026,140513891
4027,124812480
4028,136944986
4029,124576958
4030,140156437
4031,120428564
4032,140542835
4033,123906644
4034,135421447
4035,124210912
4036,138929277
4037,120241870
4038,139003543
4039,122906598
4040,135482960
4041,122742496
4042,138187940
4043,119083636
4044,138283444
4045,122690600
4046,133586100
4047,122407992
4048,137372741
4049,118190186
4050,137508300
4051,121135362
4052,133574648
4053,121541888
4054,135909155
4055,117768798
4056,136340288
4057,120804126
4058,132149068
4059,120433092
4060,135961646
4061,116505354
4062,135422782
4063,119785730
4064,131347808
4065,120159258
4066,134087898
4067,116112828
4068,134760421
4069,118807572
4070,130619701
4071,118641850
4072,133954840
4073,115247904
4074,133337791
4075,118425628
4076,129418418
4077,118370512
4078,132454312
4079,114144174
4080,133347741
4081,117121478
4082,128704165
4083,117221098
4084,131713387
4085,113910512
4086,131359399
4087,116741298
4088,128018917
4089,116306318
4090,130960753
4091,112405778
4092,131273551
4093,115821336
4094,126550730
4095,116014620
4096,129749397
4097,112110406
4098,129838709
4099,114655722
4100,126554908
4101,114656930
4102,129035433
4103,111085824
4104,129029872
4105,114407436
4106,124671570
4107,114190188
4108,128292706
4109,110265094
4110,128263857
4111,112896448
4112,124589354
4113,113249836
4114,126871679
4115,109859168
4116,127155216
4117,112648234
4118,123077848
4119,112191410
4120,126745546
4121,108551160
4122,126366980
4123,111631318
4124,122394067
4125,111892616
4126,124908639
4127,108073226
4128,125634948
4129,110663788
4130,121766810
4131,110419022
4132,124725523
4133,107252146
4134,124096031
4135,110298386
4136,120600092
4137,110167526
4138,123376764
4139,106092616
4140,124064211
4141,108944790
4142,119773701
4143,109155314
4144,122635399
4145,105907548
4146,122184279
4147,108502820
4148,119030752
4149,108204802
4150,121908730
4151,104501690
4152,122092344
4153,107534154
4154,117667964
4155,107730196
4156,120712926
4157,104278070
4158,120710617
4159,106526940
4160,117547914
4161,106419856
4162,119911207
4163,103186656
4164,119966440
4165,106339084
4166,115742289
4167,105958370
4168,119154618
4169,102265178
4170,119238460
4171,104868082
4172,115709409
4173,105086234
4174,117676819
4175,101886588
4176,118013472
4177,104536470
4178,114384197
4179,104062520
4180,117633684
4181,100586860
4182,117197836
4183,103499032
4184,113590057
4185,103790238
4186,115940282
4187,100128290
4188,116439082
4189,102593862
4190,112838315
4191,102378592
4192,115750611
4193,99358042
4194,115056876
4195,102100976
4196,111715697
4197,102033344
4198,114371417
4199,98319840
4200,115017976
4201,100850480
4202,110932089
4203,101010320
4204,113560741
4205,98098672
4206,113203139
4207,100462916
4208,110220460
4209,100019944
4210,112912431
4211,96606290
4212,113074624
4213,99604350
4214,108893462
4215,99651922
4216,111678411
4217,96348080
4218,111675958
4219,98531244
4220,108819586
4221,98445882
4222,110915980
4223,95323236
4224,110926815
4225,98219690
4226,107095922
4227,97980242
4228,110213054
4229,94487096
4230,110134734
4231,96848870
4232,106897735
4233,97083862
4234,108913954
4235,94103488
4236,109038077
4237,96493954
4238,105591972
4239,96005602
4240,108753252
4241,92883318
4242,108329693
4243,95510850
4244,104797489
4245,95782886
4246,106977386
4247,92438354
4248,107592338
4249,94665940
4250,104163285
4251,94324928
4252,106792803
4253,91598618
4254,106187159
4255,94271672
4256,103111244
4257,94020332
4258,105500084
4259,90534148
4260,106058893
4261,93021574
4262,102346394
4263,93110040
4264,104723742
4265,90257852
4266,104374613
4267,92513938
4268,101641457
4269,92238634
4270,104077124
4271,88943750
4272,104112254
4273,91678694
4274,100300578
4275,91791226
4276,102952565
4277,88744050
4278,102820303
4279,90636482
4280,100197897
